,sentence,rankt,ranko
2528,cómo está usted,2528,2156
2529,no tengo dinero,2529,3428
2530,lo logré,2530,3353
2531,qué puedo hacer por ti,2531,5548
2532,míralos,2532,2522
2533,en casa,2533,2884
2534,conduce,2534,2821
2535,tengo frío,2535,1742
2536,"bien, de acuerdo",2536,2533
2537,es la hora,2537,5394
2538,es curioso,2538,2259
2539,déjame preguntarte algo,2539,2667
2540,cerveza,2540,3643
2541,"bien, entonces",2541,3202
2542,"no, no lo haré",2542,5560
2543,soy policía,2543,2179
2544,muérete,2544,1828
2545,descansen,2545,2249
2546,ya casi llegamos,2546,1949
2547,no señor,2547,1504
2548,es muy amable,2548,3276
2549,"oh, vaya",2549,7066
2550,"hola, ¿qué tal",2550,1201
2551,aléjense,2551,2496
2552,venga aquí,2552,2139
2553,al piso,2553,748
2554,gracias por su tiempo,2554,6475
2555,escuchaste eso,2555,5062
2556,abra,2556,2530
2557,qué estamos haciendo,2557,5629
2558,ha vuelto,2558,4915
2559,qué es lo que quiere,2559,4811
2560,"sí, tú",2560,1912
2561,mentí,2561,7380
2562,oficial,2562,2137
2563,debes estar bromeando,2563,2238
2564,resiste,2564,4773
2565,cielo santo,2565,2369
2566,es usted,2566,3712
2567,"oh, bueno",2567,9877
2568,cierra el pico,2568,1510
2569,"oye, espera",2569,3504
2570,déjenme salir,2570,3597
2571,paciencia,2571,8717
2572,"oh, claro",2572,9582
2573,bájate,2573,2148
2574,algo está mal,2574,1842
2575,que nadie se mueva,2575,1994
2576,fue increíble,2576,2615
2577,londres,2577,2967
2578,es sólo,2578,6528
2579,nada de nada,2579,2189
2580,sí que lo es,2580,2443
2581,que estás haciendo,2581,2138
2582,no lo necesito,2582,2552
2583,es un niño,2583,5804
2584,fue divertido,2584,1973
2585,podrías,2585,4918
2586,"está bien, vamos",2586,2680
2587,no es seguro,2587,3363
2588,michelle,2588,4527
2589,es muy peligroso,2589,2415
2590,donde esta,2590,1612
2591,necesitamos ayuda,2591,3678
2592,necesitamos hablar,2592,2323
2593,qué edad tienes,2593,3013
2594,un hombre,2594,3201
2595,esperaré,2595,2118
2596,otro,2596,2274
2597,caroline,2597,3230
2598,espero,2598,3565
2599,cómo me veo,2599,1798
2600,estoy muerto,2600,5188
2601,estaba pensando,2601,2739
2602,estaba bromeando,2602,3570
2603,espero que sí,2603,2916
2604,la conozco,2604,3220
2605,todo el mundo,2605,4592
2606,no te oigo,2606,1542
2607,la amo,2607,3079
2608,eso no,2608,2685
2609,mentiras,2609,3554
2610,margaret,2610,5329
2611,no vayas,2611,3548
2612,así parece,2612,1869
2613,déjeme,2613,1728
2614,fue un placer,2614,1398
2615,rebecca,2615,9877
2616,qué me dices,2616,1495
2617,avancen,2617,7089
2618,lo conoce,2618,1502
2619,qué coño,2619,3803
2620,tengo una cita,2620,2383
2621,para quién,2621,2098
2622,agáchense,2622,2115
2623,carlos,2623,610
2624,cómo le va,2624,1309
2625,ese es,2625,5817
2626,permíteme,2626,3008
2627,en qué estás pensando,2627,3050
2628,verás,2628,1956
2629,abre los ojos,2629,1220
2630,quítame las manos de encima,2630,2174
2631,llego tarde,2631,4297
2632,"hey, hey",2632,3953
2633,no es él,2633,2868
2634,ian,2634,2905
2635,puedo hacerte una pregunta,2635,2694
2636,buenos dias,2636,2163
2637,mac,2637,1381
2638,ya entendí,2638,2219
2639,"vamos, muévanse",2639,1593
2640,te felicito,2640,935
2641,no se trata de eso,2641,2689
2642,sheriff,2642,2588
2643,no sé dónde está,2643,2231
2644,está herido,2644,2671
2645,menos mal,2645,2202
2646,admítelo,2646,3717
2647,un cigarrillo,2647,2783
2648,es muy bonito,2648,2527
2649,de que hablas,2649,1622
2650,no me toque,2650,2047
2651,agárrenlo,2651,2194
2652,salga,2652,1966
2653,ron,2653,2760
2654,no es mi culpa,2654,4034
2655,a donde vas,2655,2539
2656,ustedes,2656,3883
2657,cometí un error,2657,4835
2658,qué quiere decir eso,2658,3089
2659,tuve que hacerlo,2659,4620
2660,asesinato,2660,2095
2661,cómo sabes,2661,1223
2662,nos vemos pronto,2662,4456
2663,apunten,2663,3216
2664,sin comentarios,2664,1462
2665,funcionará,2665,4583
2666,entiendes lo que digo,2666,2468
2667,me conoces,2667,4793
2668,no te asustes,2668,3031
2669,de mí,2669,2842
2670,está abierto,2670,3655
2671,y a ti,2671,3610
2672,marco,2672,2141
2673,"bueno,",2673,3330
2674,estoy escuchando,2674,2474
2675,y yo a ti,2675,1970
2676,voy en camino,2676,2292
2677,te perdono,2677,5413
2678,quién lo hizo,2678,5326
2679,esto no tiene sentido,2679,2647
2680,no puedo creer esto,2680,2127
2681,qué estás buscando,2681,3284
2682,zoe,2682,9877
2683,"sí, sr",2683,4692
2684,"esperen, esperen",2684,3567
2685,robin,2685,3692
2686,muy interesante,2686,2358
2687,por cuánto tiempo,2687,4965
2688,eso es fantástico,2688,2992
2689,muy buena,2689,1627
2690,cómo te encuentras,2690,5236
2691,no lo veo,2691,2314
2692,una más,2692,2234
2693,hola. ¿cómo estás,2693,3156
2694,sabes dónde está,2694,2890
2695,y eso por qué,2695,3809
2696,te gustó,2696,1770
2697,puedo ayudarla,2697,4649
2698,mala suerte,2698,4312
2699,todos ustedes,2699,3287
2700,tienes que ayudarme,2700,5230
2701,libertad,2701,4105
2702,déjenme,2702,3707
2703,qué dulce,2703,3254
2704,no me mires,2704,2819
2705,todavía,2705,3090
2706,"bueno, bueno, bueno",2706,3512
2707,lana,2707,9877
2708,"muy bien, entonces",2708,5398
2709,se equivoca,2709,2119
2710,es bonita,2710,2164
2711,quién es este,2711,3667
2712,quién es ud,2712,3257
2713,eso está muy bien,2713,3397
2714,"oh, hombre",2714,2713
2715,muévase,2715,2829
2716,boom,2716,6279
2717,qué idiota,2717,4301
2718,me tomas el pelo,2718,6701
2719,ven aqui,2719,3125
2720,cero,2720,2107
2721,no io sé,2721,2177
2722,tú ganas,2722,2722
2723,no funcionó,2723,6222
2724,ella tiene razón,2724,4653
2725,arre,2725,1782
2726,lois,2726,9877
2727,"gracias, chicos",2727,6648
2728,justin,2728,9877
2729,"entonces, ¿qué",2729,4233
2730,no puedes hacer esto,2730,4487
2731,señor presidente,2731,8206
2732,qué suerte,2732,2656
2733,acelera,2733,1957
2734,no puedo más,2734,1287
2735,go,2735,2646
2736,qué les pasa,2736,2170
2737,continua,2737,5591
2738,lo quieres,2738,3096
2739,dame un minuto,2739,3175
2740,qué es ese ruido,2740,3311
2741,un regalo,2741,2687
2742,esta mañana,2742,1683
2743,esto está mal,2743,3000
2744,no digas tonterías,2744,2143
2745,me alegra verte,2745,2320
2746,qué dije,2746,2557
2747,"vamos, andando",2747,2595
2748,dónde vamos,2748,6026
2749,yo lo sé,2749,2954
2750,bromea,2750,2327
2751,"si, por supuesto",2751,5104
2752,las llaves,2752,1414
2753,esta es mi casa,2753,4012
2754,quien eres,2754,2898
2755,no dije nada,2755,2180
2756,parker,2756,1885
2757,todos ellos,2757,6283
2758,no lo está,2758,5975
2759,pórtate bien,2759,1521
2760,dónde está el dinero,2760,1671
2761,dime algo,2761,2243
2762,"está bien, gracias",2762,3018
2763,te quiero mucho,2763,1470
2764,me marcho,2764,2764
2765,qué quieres que diga,2765,2624
2766,lo de siempre,2766,1833
2767,"vamos, papá",2767,4097
2768,el mismo,2768,2382
2769,por cierto,2769,3936
2770,travis,2770,1318
2771,ya pasó,2771,1676
2772,pedazo de mierda,2772,2377
2773,bastardos,2773,7858
2774,no sabía,2774,2704
2775,tengo una pregunta,2775,3590
2776,la verdad es que no,2776,5945
2777,relájese,2777,3292
2778,vengan aquí,2778,3070
2779,sigue adelante,2779,5457
2780,lo estás,2780,6900
2781,es mi hermano,2781,2732
2782,has oído eso,2782,4346
2783,baja la voz,2783,3114
2784,no para mí,2784,3468
2785,me entiende,2785,1760
2786,se acabó el tiempo,2786,3462
2787,hay algo,2787,5366
2788,lo pillo,2788,9877
2789,diviértanse,2789,2044
2790,eso es terrible,2790,6754
2791,no quise decir eso,2791,4927
2792,muchísimo,2792,2032
2793,no lo eres,2793,5163
2794,"pero, ¿por qué",2794,2422
2795,has vuelto,2795,3435
2796,jennifer,2796,2348
2797,nueva york,2797,1625
2798,no funcionará,2798,3164
2799,"tranquilo, tranquilo",2799,1915
2800,"mira, mira",2800,1475
2801,estaba equivocado,2801,5688
2802,es enorme,2802,4157
2803,déjame verlo,2803,2691
2804,martha,2804,3179
2805,tengo que salir de aquí,2805,5282
2806,estás embarazada,2806,6361
2807,está caliente,2807,4916
2808,oh mierda,2808,1294
2809,cómo pudiste,2809,5407
2810,como quiera,2810,2450
2811,dos años,2811,2686
2812,tengo que colgar,2812,2509
2813,te lo advierto,2813,2621
2814,otra,2814,2859
2815,aaron,2815,8780
2816,me has oído,2816,3247
2817,sammy,2817,4628
2818,están todos bien,2818,2399
2819,tengo que decirte algo,2819,2911
2820,somos nosotros,2820,8787
2821,y qué pasó,2821,1539
2822,eres el mejor,2822,2584
2823,"bien, señor",2823,3178
2824,agárralo,2824,2589
2825,estoy contigo,2825,4193
2826,salgan de aquí,2826,1344
2827,me lo prometes,2827,3118
2828,todo despejado,2828,3354
2829,estoy pensando,2829,1764
2830,está allí,2830,2309
2831,qué tal esto,2831,4801
2832,es una niña,2832,4488
2833,mi,2833,7260
2834,tienes hijos,2834,3151
2835,hombres,2835,3158
2836,cómo me encontraste,2836,3384
2837,eres un mentiroso,2837,3015
2838,comencemos,2838,5867
2839,adivina qué,2839,3676
2840,liz,2840,4566
2841,"gracias, querida",2841,5537
2842,audrey,2842,8874
2843,levántese,2843,1929
2844,clara,2844,2130
2845,heil hitler,2845,9071
2846,no es culpa tuya,2846,2057
2847,dios te bendiga,2847,3047
2848,vamos a comer,2848,2146
2849,dame el arma,2849,2195
2850,albert,2850,3975
2851,encontraste algo,2851,6951
2852,dije que no,2852,4860
2853,"por favor, ayúdame",2853,4079
2854,qué están haciendo aquí,2854,5386
2855,"oh, no, no, no",2855,9877
2856,"sí, exacto",2856,5291
2857,estas bromeando,2857,2843
2858,e,2858,1857
2859,quiero ir a casa,2859,7582
2860,sin embargo,2860,4465
2861,"tres, dos, uno",2861,4457
2862,llama a la policía,2862,2723
2863,qué crees que estás haciendo,2863,9640
2864,dame las llaves,2864,2140
2865,tan pronto,2865,3130
2866,no puedo hacer nada,2866,2257
2867,cómo se atreve,2867,7588
2868,es todo tuyo,2868,2891
2869,soy inocente,2869,2255
2870,eso hago,2870,2951
2871,perdonen,2871,2307
2872,por qué estás haciendo esto,2872,7988
2873,quieres uno,2873,2869
2874,también yo,2874,6727
2875,cuidado con la cabeza,2875,1548
2876,ladrón,2876,6239
2877,quédate donde estás,2877,3024
2878,continúen,2878,4696
2879,hazlo ahora,2879,4800
2880,yo invito,2880,2478
2881,qué les parece,2881,2233
2882,espere aquí,2882,2958
2883,todas,2883,2030
2884,pobrecita,2884,2877
2885,no es broma,2885,2567
2886,no te acuerdas,2886,3058
2887,joseph,2887,2431
2888,veinte,2888,2989
2889,nos vemos más tarde,2889,2612
2890,owen,2890,2514
2891,larguémonos de aquí,2891,1654
2892,cómo lo supiste,2892,3264
2893,qué paso,2893,2881
2894,te ves muy bien,2894,5000
2895,"vamos, muchacho",2895,2714
2896,llamaré a la policía,2896,3937
2897,estamos,2897,2370
2898,está durmiendo,2898,4246
2899,inspector,2899,8659
2900,yo no sé,2900,1793
2901,sé quién eres,2901,3234
2902,tenemos compañía,2902,1826
2903,a la orden,2903,1543
2904,no sabes,2904,4134
2905,te toca,2905,4519
2906,"por favor, señor",2906,4045
2907,no te conozco,2907,2572
2908,drogas,2908,3889
2909,corred,2909,5488
2910,que fue eso,2910,2083
2911,casey,2911,8291
2912,sáquenlo de aquí,2912,1868
2913,cállate la boca,2913,2045
2914,cielo,2914,3857
2915,con gusto,2915,2696
2916,debo hacerlo,2916,5469
2917,lo amo,2917,3944
2918,muy mal,2918,2035
2919,eres muy amable,2919,5821
2920,brad,2920,2998
2921,"hola, amigos",2921,2483
2922,esto no es bueno,2922,3167
2923,prometido,2923,3320
2924,llévatelo,2924,2017
2925,tú lo hiciste,2925,5790
2926,negro,2926,2705
2927,normal,2927,1753
2928,no te importa,2928,3592
2929,aún no lo sé,2929,7777
2930,cerrado,2930,6354
2931,"no, creo que no",2931,2010
2932,"nada, nada",2932,2129
2933,megan,2933,9877
2934,bella,2934,6307
2935,te veo,2935,1027
2936,no sabemos,2936,2742
2937,a la carga,2937,9877
2938,además,2938,2340
2939,confirmado,2939,2147
2940,es para mí,2940,3593
2941,puta madre,2941,1737
2942,alteza,2942,9877
2943,diana,2943,3915
2944,te acuerdas de mí,2944,1587
2945,déjame a mí,2945,2985
2946,es justo,2946,5444
2947,"espere, espere",2947,2738
2948,dónde vives,2948,5845
2949,venid,2949,2405
2950,nada en absoluto,2950,9877
2951,hablaré con él,2951,5908
2952,tenemos un trato,2952,6042
2953,cara,2953,5866
2954,no se puede,2954,2018
2955,dímelo a mí,2955,3607
2956,no es importante,2956,6173
2957,que quieres,2957,2847
2958,"de acuerdo, gracias",2958,3985
2959,evan,2959,9877
2960,shhh,2960,3763
2961,no por mucho tiempo,2961,4580
2962,yo lo hago,2962,3642
2963,no deberías estar aquí,2963,2673
2964,sigan,2964,3051
2965,regresen,2965,4085
2966,me,2966,3174
2967,es seguro,2967,1822
2968,es por aquí,2968,5834
2969,malcolm,2969,1043
2970,eso es raro,2970,8763
2971,nosotros también,2971,2804
2972,ponte esto,2972,2199
2973,eres bueno,2973,3862
2974,fue mi culpa,2974,4468
2975,su señoría,2975,2633
2976,seguramente,2976,2636
2977,estoy vivo,2977,3120
2978,qué estás esperando,2978,8856
2979,sin ofender,2979,5940
2980,"sí, claro que sí",2980,3391
2981,señoritas,2981,3042
2982,quiero verlo,2982,4018
2983,me iré,2983,3706
2984,hay,2984,3892
2985,estaremos en contacto,2985,7002
2986,eso es increíble,2986,8625
2987,es tuya,2987,4041
2988,harvey,2988,9885
2989,míreme,2989,2331
2990,no quiero ir,2990,3584
2991,angela,2991,945
2992,peor,2992,5165
2993,nos vamos a casa,2993,3604
2994,a qué te dedicas,2994,3063
2995,mía,2995,1766
2996,no me conoces,2996,2990
2997,he estado pensando,2997,4119
2998,no tiene gracia,2998,2851
2999,has visto,2999,1736
3000,nora,3000,5743
3001,dame el teléfono,3001,3470
3002,claro que puedes,3002,3180
3003,qué haces tú aquí,3003,2909
3004,de dónde vienes,3004,3246
3005,"buenas noches, cariño",3005,3232
3006,"hola, jack",3006,3613
3007,te llamo luego,3007,4552
3008,malditos,3008,2485
3009,no la toques,3009,3365
3010,no tardaré,3010,1803
3011,mi vida,3011,1343
3012,pero no te preocupes,3012,2607
3013,por nosotros,3013,4215
3014,cualquiera,3014,3660
3015,cómo puede ser,3015,3387
3016,es absurdo,3016,4549
3017,aparta,3017,1990
3018,tienes mi palabra,3018,8577
3019,no fue así,3019,5525
3020,no es tan malo,3020,5998
3021,eso es absurdo,3021,9877
3022,fue genial,3022,3419
3023,buen punto,3023,5327
3024,no lo entiende,3024,4589
3025,me voy de aquí,3025,5205
3026,sexo,3026,2782
3027,esa,3027,3074
3028,mulder,3028,9877
3029,estás equivocado,3029,9877
3030,rojo,3030,7755
3031,de dónde sacaste eso,3031,2971
3032,no le hagas caso,3032,2475
3033,jackson,3033,9877
3034,estás llorando,3034,5904
3035,mátala,3035,3687
3036,"sí, lo recuerdo",3036,4057
3037,mi hermana,3037,2351
3038,no todavía,3038,5410
3039,es necesario,3039,2499
3040,para ya,3040,4026
3041,coño,3041,1221
3042,ya está hecho,3042,5317
3043,gordon,3043,9877
3044,lo estaba,3044,7434
3045,no tengo tiempo para esto,3045,4861
3046,jo,3046,7537
3047,un beso,3047,1836
3048,teddy,3048,9877
3049,esto es importante,3049,2521
3050,tiren,3050,9877
3051,nate,3051,9877
3052,no bromeo,3052,2697
3053,tengo algo,3053,4350
3054,lo quiero,3054,2875
3055,"venga, venga",3055,2042
3056,qué pasa con ella,3056,8188
3057,es mi hija,3057,3748
3058,no es divertido,3058,7970
3059,no puedes hacerlo,3059,7492
3060,te echo de menos,3060,4163
3061,vino,3061,2748
3062,siéntate aquí,3062,1634
3063,"no, no está bien",3063,1922
3064,párate,3064,2311
3065,"oh, ya veo",3065,8774
3066,regresaré,3066,5372
3067,es interesante,3067,8119
3068,trato,3068,4826
3069,estás solo,3069,2751
3070,cómo murió,3070,3335
3071,no tienes ni idea,3071,9877
3072,o sí,3072,3599
3073,"no, vamos",3073,4104
3074,jeremy,3074,9877
3075,de todo,3075,2493
3076,sigue así,3076,5266
3077,haré lo que pueda,3077,3129
3078,divertido,3078,4668
3079,malas noticias,3079,2733
3080,no te atrevas,3080,3639
3081,familia,3081,5969
3082,un poquito,3082,1996
3083,la encontré,3083,3293
3084,está limpio,3084,1733
3085,preciosa,3085,2037
3086,que así sea,3086,9398
3087,"si, gracias",3087,2620
3088,maldito idiota,3088,4353
3089,matthew,3089,9877
3090,no te metas,3090,2041
3091,es un buen hombre,3091,2987
3092,yo estoy bien,3092,3702
3093,vamos a entrar,3093,3032
3094,cuídese,3094,4368
3095,"vamos, chico",3095,2674
3096,a él,3096,2644
3097,voy a morir,3097,5325
3098,ataquen,3098,6772
3099,da la vuelta,3099,2520
3100,allison,3100,9023
3101,es un desastre,3101,3333
3102,"sí, lo hiciste",3102,4323
3103,eso no va a pasar,3103,6175
3104,no pude,3104,3103
3105,presidente,3105,9877
3106,no es maravilloso,3106,4908
3107,ella es,3107,3854
3108,alerta,3108,2337
3109,no pares,3109,2627
3110,quiero mostrarte algo,3110,4129
3111,hodor,3111,9877
3112,estas seguro,3112,3349
3113,sabes a qué me refiero,3113,2901
3114,hal,3114,9877
3115,te lo diré,3115,5296
3116,uno más,3116,3984
3117,no lo digas,3117,3719
3118,"sí,",3118,9551
3119,harold,3119,3516
3120,no seas estúpido,3120,4415
3121,no está muerto,3121,3797
3122,apuesto a que sí,3122,9006
3123,venganza,3123,6003
3124,"vale, gracias",3124,4427
3125,"vamos, levántate",3125,2850
3126,sólo eso,3126,3341
3127,lo estoy intentando,3127,3251
3128,a mí no,3128,3153
3129,tenemos que hacerlo,3129,4921
3130,caliente,3130,2907
3131,que te den,3131,3382
3132,voy a vomitar,3132,1864
3133,sharon,3133,5384
3134,bájame,3134,4575
3135,terminé,3135,3855
3136,qué hay de nuevo,3136,2922
3137,esperen un minuto,3137,4669
3138,ana,3138,1324
3139,mi amigo,3139,3215
3140,prueba,3140,4399
3141,déjame decirte algo,3141,1785
3142,christine,3142,8261
3143,muevanse,3143,1321
3144,qué demonios haces,3144,2698
3145,me voy a la cama,3145,3743
3146,armas,3146,2571
3147,lo hiciste bien,3147,4957
3148,un accidente,3148,2746
3149,ahora voy,3149,2964
3150,cole,3150,2216
3151,cuáles,3151,3487
3152,hay un problema,3152,3141
3153,por qué ahora,3153,4986
3154,es todo lo que tengo,3154,4059
3155,cómo voy a saberlo,3155,6145
3156,allá va,3156,1954
3157,allí estaré,3157,2516
3158,tengo una idea mejor,3158,3055
3159,déjeme ver,3159,3160
3160,no grites,3160,2401
3161,estás sangrando,3161,2637
3162,nicole,3162,8130
3163,eres hermosa,3163,3148
3164,"ah, bueno",3164,1894
3165,pum,3165,1405
3166,te lo suplico,3166,9877
3167,querías verme,3167,9877
3168,acabo de llegar,3168,2512
3169,no podía dormir,3169,5988
3170,es mi padre,3170,4449
3171,manos a la obra,3171,2672
3172,también,3172,3131
3173,no hay nadie aquí,3173,3423
3174,ricky,3174,3994
3175,quizá no,3175,2188
3176,tengo cosas que hacer,3176,3602
3177,quién te dijo eso,3177,4944
3178,no iré,3178,6723
3179,continuará,3179,6113
3180,bang,3180,2660
3181,hazte a un lado,3181,3787
3182,te veo mañana,3182,9758
3183,holly,3183,1835
3184,qué curioso,3184,2427
3185,estás preciosa,3185,3781
3186,april,3186,2828
3187,qué es tan gracioso,3187,7412
3188,buenos días a todos,3188,2609
3189,ruth,3189,9877
3190,es estupendo,3190,3056
3191,es eso lo que quieres,3191,7166
3192,sabes a lo que me refiero,3192,5503
3193,"lo sé, pero",3193,9090
3194,te debo una,3194,4065
3195,tierra,3195,6008
3196,lo harías,3196,3472
3197,espere un segundo,3197,4472
3198,no lo tengo,3198,3102
3199,así es la vida,3199,2075
3200,es adorable,3200,3172
3201,quiero hacerlo,3201,5152
3202,un niño,3202,4292
3203,raro,3203,3916
3204,quieres jugar,3204,2245
3205,"ya, ya",3205,1448
3206,está a salvo,3206,4963
3207,apenas,3207,6832
3208,"no, lo sé",3208,8200
3209,podemos irnos,3209,3754
3210,lo mataste,3210,2261
3211,uhh,3211,2455
3212,"sí, lo hizo",3212,4033
3213,absolutamente nada,3213,2740
3214,ouch,3214,9877
3215,de que estas hablando,3215,6263
3216,debes irte,3216,3094
3217,te lo mereces,3217,4731
3218,logan,3218,9877
3219,me encantan,3219,4538
3220,sólo un poco,3220,5290
3221,creo que tienes razón,3221,4695
3222,qué es lo que pasa,3222,3775
3223,estoy esperando,3223,4970
3224,doce,3224,2822
3225,por dónde,3225,2811
3226,por todo,3226,7207
3227,eres un genio,3227,3044
3228,oscar,3228,3300
3229,"sí, lo tengo",3229,4748
3230,volveré enseguida,3230,2356
3231,qué hacemos aquí,3231,3514
3232,asesinos,3232,1444
3233,mira quién está aquí,3233,1847
3234,me quieres,3234,2432
3235,stephen,3235,9877
3236,cual es el problema,3236,5491
3237,ya lo he hecho,3237,3728
3238,usted también,3238,2920
3239,no pueden,3239,2610
3240,estoy fuera,3240,8234
3241,"sí, lo eres",3241,5967
3242,"calma, calma",3242,2517
3243,duérmete,3243,2038
3244,gracias de nuevo,3244,3229
3245,no sé cómo,3245,2879
3246,suban,3246,1746
3247,tara,3247,9877
3248,pensé,3248,4941
3249,qué tengo que hacer,3249,3004
3250,quieres una cerveza,3250,1697
3251,me oye,3251,2385
3252,mujer,3252,1749
3253,veré qué puedo hacer,3253,2225
3254,hazlo tú,3254,2632
3255,eli,3255,3057
3256,él está aquí,3256,9877
3257,otra vez no,3257,5495
3258,kenny,3258,2417
3259,ve a casa,3259,4681
3260,más cerca,3260,5791
3261,adónde fue,3261,3052
3262,de dónde viene,3262,4655
3263,"oh, jesús",3263,5162
3264,"sí, señorita",3264,3199
3265,tú decides,3265,3536
3266,lo conseguimos,3266,6453
3267,no quiero hacerlo,3267,4870
3268,eso intento,3268,3126
3269,una qué,3269,4863
3270,dónde vive,3270,4121
3271,realmente no,3271,9877
3272,por qué lo haría,3272,4911
3273,jones,3273,553
3274,diez minutos,3274,2974
3275,tráelo,3275,2412
3276,"sí, estoy seguro",3276,2135
3277,"lo sabes, ¿verdad",3277,6611
3278,sólo hazlo,3278,5206
3279,que bueno,3279,2700
3280,es un secreto,3280,3551
3281,ridículo,3281,4678
3282,viste,3282,1790
3283,"bueno, entonces",3283,6911
3284,tienes algo,3284,6381
3285,nemo,3285,9877
3286,lo haré yo,3286,3255
3287,muchacho,3287,3104
3288,"sí, ¿verdad",3288,3351
3289,estamos jodidos,3289,1902
3290,no hay,3290,2092
3291,qué sabes,3291,3398
3292,"no, no lo eres",3292,9877
3293,césar,3293,4299
3294,"hola, charlie",3294,5141
3295,shane,3295,9877
3296,déjeme en paz,3296,3154
3297,cómo lo haces,3297,6047
3298,y tú eres,3298,8953
3299,"buenos días, señora",3299,4142
3300,lo he hecho,3300,9883
3301,márchate,3301,3595
3302,ellen,3302,9877
3303,así fue,3303,3563
3304,no estoy mintiendo,3304,4977
3305,este es,3305,2492
3306,gracias por preguntar,3306,3776
3307,no sabes nada,3307,5920
3308,maldicion,3308,2896
3309,necesito su ayuda,3309,4234
3310,una pregunta,3310,6691
3311,qué edad tiene,3311,3277
3312,"estoy bien, estoy bien",3312,2825
3313,sólo uno,3313,2563
3314,"vamos, por favor",3314,2550
3315,de inmediato,3315,5220
3316,"sí, algo así",3316,3630
3317,es un hecho,3317,5235
3318,qué está ocurriendo,3318,9877
3319,es solo,3319,9877
3320,"no, no lo hizo",3320,7489
3321,quédatelo,3321,6733
3322,la,3322,3357
3323,no tienes idea,3323,4579
3324,estoy asustada,3324,8793
3325,natalie,3325,6804
3326,ya es hora,3326,3812
3327,médico,3327,5020
3328,cuánto cuesta,3328,2266
3329,llámalo,3329,2965
3330,aburrido,3330,9877
3331,devuélvemelo,3331,5009
3332,bien pensado,3332,9350
3333,ya casi,3333,3946
3334,lamento llegar tarde,3334,4651
3335,"eh, tú",3335,2050
3336,soltadme,3336,3403
3337,dexter,3337,9877
3338,me siento mal,3338,2124
3339,vince,3339,6080
3340,estoy tratando,3340,4075
3341,cúbreme,3341,3576
3342,ciao,3342,2978
3343,antonio,3343,1327
3344,"silencio, por favor",3344,3726
3345,daisy,3345,9877
3346,lo encontraste,3346,9878
3347,háganlo,3347,4291
3348,de eso nada,3348,3045
3349,cuántos años tiene,3349,3135
3350,muevete,3350,2734
3351,toda la noche,3351,3402
3352,leonard,3352,9877
3353,ya lo sabía,3353,3189
3354,dos semanas,3354,4198
3355,extraordinario,3355,4599
3356,dennis,3356,5370
3357,eso es lo que quieres,3357,4073
3358,esperar,3358,3438
3359,no es real,3359,3695
3360,tracy,3360,9389
3361,ha sido un placer,3361,2214
3362,inteligente,3362,9877
3363,estamos perdidos,3363,6367
3364,lo encontraremos,3364,2434
3365,quién es esa,3365,8245
3366,buenas noches a todos,3366,3713
3367,levántalo,3367,2059
3368,todos nosotros,3368,6349
3369,estás en casa,3369,9877
3370,literalmente,3370,5645
3371,quién te crees que eres,3371,2419
3372,dana,3372,9877
3373,veo,3373,6000
3374,vengan conmigo,3374,3478
3375,hijo mío,3375,3822
3376,levántense,3376,2970
3377,puedo explicarlo,3377,6246
3378,no será necesario,3378,4735
3379,te acompaño,3379,2471
3380,la llave,3380,2565
3381,pero ahora,3381,5087
3382,no dispare,3382,2264
3383,eso es gracioso,3383,3383
3384,qué puedo hacer por usted,3384,6532
3385,sí puedes,3385,5496
3386,estás seguro de eso,3386,2932
3387,se va,3387,5258
3388,elliot,3388,8508
3389,vergüenza,3389,9877
3390,detenlo,3390,2792
3391,puedes hacer eso,3391,4216
3392,no tienes que hacer esto,3392,3788
3393,"ay, cielos",3393,4906
3394,detrás de ti,3394,4454
3395,yo tambien,3395,4931
3396,alguna idea,3396,4387
3397,déjame ver eso,3397,3940
3398,así de simple,3398,3245
3399,he vuelto,3399,7740
3400,qué coincidencia,3400,3037
3401,dónde estuviste,3401,5232
3402,sin problemas,3402,3321
3403,es un error,3403,4943
3404,sientate,3404,3863
3405,contra la pared,3405,1469
3406,es un honor,3406,2832
3407,de quién es,3407,2895
3408,de ti,3408,2339
3409,wendy,3409,8846
3410,randy,3410,9877
3411,"ay, por favor",3411,1937
3412,para quién trabajas,3412,1488
3413,no te das cuenta,3413,2079
3414,eso es malo,3414,7288
3415,se lo prometo,3415,3694
3416,eso fue todo,3416,3922
3417,tengo sed,3417,3850
3418,"oye, ¿estás bien",3418,9877
3419,te veré mañana,3419,6787
3420,que duermas bien,3420,4486
3421,es esto,3421,7008
3422,cabrones,3422,1754
3423,lo entiende,3423,4953
3424,"sí, padre",3424,3645
3425,qué le hiciste,3425,4815
3426,"cuidado, cuidado",3426,1549
3427,"no, tienes razón",3427,8983
3428,él es,3428,9877
3429,me alegro por ti,3429,4518
3430,sid,3430,9877
3431,francis,3431,2762
3432,"por favor, siéntate",3432,3003
3433,los niños,3433,3267
3434,vete ya,3434,4703
3435,"para, para",3435,1714
3436,te ayudo,3436,1552
3437,es muy sencillo,3437,2915
3438,sáquenme de aquí,3438,2171
3439,por qué lo preguntas,3439,6645
3440,nosotros no,3440,3619
3441,yo no fui,3441,2818
3442,"oh, oh",3442,9877
3443,en qué estabas pensando,3443,5303
