sentence,count
"Не, татко.",1224
"Хайде, тръгвай.",1224
"Не, изобщо.",1224
Колко е часа?,1223
Как ти се струва?,1223
Аз съжалявам.,1223
Жени.,1222
Липсвах ли ти?,1221
Добър апетит.,1221
Време беше.,1221
Никакви.,1221
Умно.,1220
Знаеш ли къде е?,1220
Не знам нищо.,1220
"Е, да.",1219
Синът ми.,1219
Предупредих те.,1219
Ще се постарая.,1217
Лукас!,1217
К.,1217
Само един.,1217
Ще говорим по-късно.,1216
Приближи се.,1216
Какво му има?,1216
Никъде няма да ходиш.,1216
Чувствам се ужасно.,1216
Да се прибираме.,1216
Пийт.,1216
Дай ми ключовете.,1215
Намерете го!,1215
Кои са тези хора?,1214
Махам се.,1214
Не разбрах.,1213
"Добре, виж.",1213
Да побързаме.,1213
Какво каза тя?,1213
Много по-добре.,1212
Кейси!,1211
Оливия.,1211
Много е вкусно.,1211
Обзалагам се.,1210
Подяволите!,1210
Обожавам го.,1210
"Не, но...",1210
Ти какво мислиш?,1209
Това е забавно.,1209
Значи така.,1204
"Да, хайде.",1204
"Добре, давай.",1204
Ти си идиот.,1204
Ще те чакам.,1203
Прощавай.,1203
Открих го.,1202
Тъй ли?,1201
За кого работиш?,1201
Убийте ги!,1201
За сега.,1201
Няма друг начин.,1200
Дано.,1199
Начало!,1199
Чупката!,1199
Може би си прав.,1199
Какво ти пука?,1198
Паркър.,1197
Дай го.,1197
Не е ли страхотно?,1197
За колко време?,1197
Страхотен е.,1197
Само веднъж.,1197
Нийл.,1196
"Седнете, моля.",1196
Хайде да вървим.,1196
Нямам време за това.,1195
Боли ли те?,1195
Лъжкиня!,1195
Кап.,1195
Не се тревожи за мен.,1195
Каква е тази миризма?,1195
"Не, никога.",1194
Не така.,1194
Излъга ме.,1193
Видяхте ли това?,1193
Мила?,1192
Нямам повече въпроси.,1192
Започна се.,1192
Хъх?,1191
Всичко е тук.,1191
Стойте тук.,1191
Видях.,1190
Не ме гледай.,1189
Лекар!,1189
Видях я.,1188
Ето какво ще направим.,1187
Намерих я.,1185
"Разбира се, че можеш.",1183
Вдигни.,1183
Лора!,1183
Хайде бе!,1183
Това е добро.,1183
Натали.,1182
Искам да ти кажа нещо.,1182
Искам да говоря с теб.,1181
Инспекторе.,1181
Забрави за това.,1181
Уиски.,1181
Гледай ти!,1181
"Чао, мамо.",1180
Изчезни!,1180
Ето ти.,1180
Вие също.,1179
Но знаеш ли какво?,1178
Анджела.,1177
Тим!,1176
Джонатан!,1175
Зад теб!,1175
През цялото време.,1174
Тайлър!,1174
Нищо не мога да направя.,1174
Приятно пътуване.,1173
Цигара?,1173
Ето това е.,1173
И все пак...,1173
"Господи, не!",1172
Остави това.,1172
Първо...,1172
"О, я стига.",1171
Вие не разбирате.,1171
"Разбира се, сър.",1171
Докладвай.,1171
Ще се погрижа за това.,1171
Затвори.,1169
Очевидно е.,1169
Ще умра.,1169
Откажи се.,1168
Какво мислиш за това?,1168
Грешите.,1166
Станете!,1166
Две минути.,1166
О не.,1164
А ти кой си?,1164
"Три, две, едно.",1162
Грег.,1162
Няма да повярваш.,1162
Това не е правилно.,1161
Крайно време беше.,1160
Какво ти трябва?,1160
Между другото...,1160
И ти на мен.,1160
Най-сетне.,1159
Защо говориш така?,1159
Моля за внимание.,1158
Откъде знаеш това?,1158
Толкова си красива.,1158
От мен?,1158
Семейство?,1157
Ще измислим нещо.,1157
Почакайте малко.,1157
Влизаме.,1156
Какво трябваше да направя?,1156
По-полека.,1156
Защо ме гледаш така?,1156
Това няма да стане.,1156
Чакайте ме!,1155
"Моля те, помогни ми.",1154
Не го слушай.,1154
Той беше.,1154
Без коментар.,1153
Ти ме излъга.,1153
А ти си?,1153
"Не, човече.",1153
"Добре, де.",1153
"Не, сериозно.",1153
Шарлот.,1152
Как го правиш?,1151
Наистина не знам.,1151
Искам го.,1151
Мога да обясня.,1151
Лягай!,1150
"А, добре.",1149
"Да, сигурен съм.",1149
След това...,1148
Не го искам.,1148
Качвай се в колата.,1147
Намери го.,1145
Както желаете.,1145
Ще...,1145
Ще успеем.,1145
Много е хубаво.,1145
Можеш ли да го направиш?,1144
И защо не?,1144
Виновен.,1144
Зле.,1143
Бог.,1143
"Чакайте, чакайте.",1143
Намери ли нещо?,1143
Свалете оръжията!,1143
Недей така.,1142
Колко време имаме?,1140
Много забавно.,1140
Те са.,1139
Легни.,1139
Какво обичате?,1139
Сега е мой ред.,1137
Нейт.,1137
Не пипай!,1137
Маргарет.,1137
Слушай внимателно.,1137
Какво по дяволите става тук?,1136
Разбирате ли ме?,1136
Норман.,1135
Одри.,1135
Ти дойде.,1134
Може ли да те попитам нещо?,1133
Не искам да говоря за това.,1133
Просто не мога.,1132
какво?,1132
"Да, определено.",1132
Харесва ли ви?,1132
"Благодаря ти, че дойде.",1131
Дженифър.,1131
Ред!,1130
Трябва ми помощ.,1130
"О,да.",1130
За мен е чест.,1129
Аз ще го взема.,1129
"Да, тук е.",1129
Не са.,1128
Трябва да знам.,1128
Как не!,1128
Отстъпете!,1128
Не знам къде е.,1127
Хайде сега.,1127
"О,Боже.",1126
Какво намекваш?,1126
"Благодаря, докторе.",1126
Стана.,1125
"Добре, мамо.",1124
Тъпанар!,1124
Приема се.,1123
Оуен.,1123
Шшшт!,1123
"Да, няма проблем.",1122
С теб.,1122
Маркъс.,1121
Пусни оръжието!,1120
Кракът ми!,1120
Глупаци!,1120
Остави ме намира.,1119
Задръж го.,1119
Не искам да знам.,1118
Помисли за това.,1118
На място!,1117
Анна!,1117
Чувам те.,1116
Мога ли да помогна?,1116
Да се надяваме.,1115
Чарлз.,1115
Тръгна си.,1115
Ти ли го направи?,1115
Съберете се.,1115
Свобода!,1114
Ричи!,1113
Ъъ...,1113
Какво те води насам?,1113
Какво казах?,1112
Това е различно.,1112
Трябва да ми повярваш.,1112
Какво е положението?,1112
Ти знаеш.,1112
Б.,1112
Оставете ни.,1110
Това е само началото.,1110
Нямах представа.,1109
Кати?,1109
Дъг?,1109
Досега.,1109
Шегувате се.,1108
Лягай долу!,1107
Отговорете.,1107
Каква приятна изненада.,1105
Морган.,1105
Ал!,1105
Ти си жив!,1105
Дай ми ги.,1104
Знам кой си.,1104
Глупачка!,1104
Ще го намерим.,1103
Оценявам това.,1103
Върни се тук!,1103
Тоби!,1103
Време е за шоу.,1102
Не ви разбирам.,1102
Каси!,1102
Ти го каза.,1102
Излез от колата!,1102
Имаш ли нужда от помощ?,1102
Не разбирате ли?,1101
Никол.,1101
Защо се забави толкова?,1101
"Знам, но...",1101
Бъдете внимателни.,1101
Вечеря?,1099
Не ставай глупав.,1099
"Спри, спри!",1098
Раян.,1097
"Не, просто...",1097
"Мисля, че не.",1097
Виждам те.,1097
Грижи се за себе си.,1096
Карлос.,1096
Зарежи.,1096
Франсис.,1095
Това е грешка.,1095
Кой е този човек?,1095
Дай да погледна.,1095
На пода!,1095
Моля да ме извините.,1094
Време е да тръгваме.,1094
Както и ти.,1094
Хванах я.,1093
"Е, какво?",1093
"Добре, ще го направя.",1093
Лельо!,1093
Защо съм тук?,1093
Друго?,1093
"Да, трябва.",1093
Елиът.,1093
Не мога да ти помогна.,1093
Травис!,1092
Почивка.,1092
Бой!,1091
Трябва да го направя.,1091
Кой е следващият?,1090
Някакви въпроси?,1090
Това не е възможно.,1090
Карън.,1089
Точно обратното.,1089
Знам какво си мислиш.,1089
Ще поддържаме връзка.,1089
Брат ми.,1089
Любов моя.,1088
Ха-ха!,1088
Сол.,1087
Наруто!,1086
Повтори.,1085
Не бъди глупав.,1084
Нанси.,1084
След тях!,1084
"Хайде, приятел.",1083
Фреди!,1083
Как ме намери?,1082
Нормално е.,1082
В безопасност си.,1082
Звучи страхотно.,1082
Какво е станало с теб?,1082
Не ми се вярва.,1080
Джаксън.,1079
Забавляваш ли се?,1079
"Да, сигурно.",1079
Пускай!,1078
Казах...,1077
Нищо му няма.,1077
Много е просто.,1077
Това е баща ми.,1077
Плашиш ме.,1076
Спри тук.,1075
Какво зяпаш?,1075
Държа го.,1075
Колко време ще отнеме?,1075
Ще бъде страхотно.,1074
По-близо.,1074
Той е мой.,1074
Той е добър човек.,1074
Той знае.,1074
"Радвам се, че се видяхме.",1073
Абсурд.,1073
Не благодаря.,1073
Хванахме го.,1073
Послушай ме.,1072
Какво мога да кажа?,1072
Благодарим ви.,1071
Бари.,1071
Арестуван си.,1071
Хммм.,1070
Моля за извинение.,1070
Хауърд.,1070
Андрю.,1070
Охо!,1069
"Да, искам.",1068
Насаме.,1068
Толкова много?,1068
Къде ще отидеш?,1067
Клои.,1067
Аз съм виновна.,1066
Видях те.,1066
Колко време?,1064
Какво искаш да знаеш?,1064
"О, разбира се.",1064
Целувка.,1064
М.,1063
Охх!,1062
Къде е татко?,1062
Ясно ли ти е?,1062
Изумително.,1062
От къде?,1062
Как се справяш?,1061
Какво прави той тук?,1061
Г-не?,1061
Той лъже.,1061
Какви ги приказваш?,1061
"Не, не можеш.",1060
Пробвай.,1060
Дишай дълбоко.,1060
Как ли пък не.,1060
Не отивай.,1060
Питие?,1059
Имам нужда от помощта ти.,1059
Дъщеря ми.,1059
Това е за вас.,1059
Много умно.,1058
Не ставай смешен.,1058
Нека погледна.,1058
Не аз.,1058
Не е лошо.,1058
Мръдни.,1057
Чудовище!,1057
Трябва да отида до тоалетната.,1057
Тръгвай си.,1057
Ето го там.,1056
Вече ти казах.,1056
Не е същото.,1055
Началник.,1055
Така ли било?,1055
Отзад.,1055
Лу?,1054
Сладки сънища.,1054
Къде живееш?,1054
Не издържам повече.,1053
Звучи чудесно.,1053
Не се притеснявай за това.,1053
Остави ги.,1053
Остави я на мира.,1053
"Върви, върви.",1053
Куче.,1053
Как изглеждаше?,1053
Не съм гладна.,1052
"Хайде, побързай.",1052
"Добре, идвам.",1052
Г-н Президент.,1051
"О, скъпи.",1050
О'кей.,1050
"Е, какво мислиш?",1048
Каква работа?,1048
Всички ще умрем.,1048
Донякъде.,1048
От къде си?,1048
За малко.,1047
Ще го взема.,1047
Аз не знам.,1047
Доста добре.,1047
Как се случи това?,1047
Приятелка?,1046
Горещо е.,1046
Никаква.,1045
Би било чудесно.,1045
Седни тук.,1045
Хванете я!,1045
Трябва да се връщам на работа.,1045
Трябва да се върнем.,1045
Полк.,1044
Как ти е името?,1042
Отврат!,1042
Спечелих!,1042
Страхотна идея.,1041
Вътре сме.,1041
Не се безпокойте.,1040
Кажи им.,1040
"Благодаря, благодаря.",1039
Уморена съм.,1038
Брад!,1038
"Не, не сме.",1037
Дон.,1037
Харви.,1037
Приятни сънища.,1037
Нещо става.,1036
Аз имам.,1036
Оппа!,1035
Затварям.,1035
Глупаво е.,1034
"Ами, добре.",1034
Благодаря за всичко.,1034
Сега разбирам.,1034
Ръцете на тила!,1033
Джил!,1033
"Ела, ела.",1032
Отворено е.,1032
В какво?,1032
Пак заповядайте.,1031
Ама разбира се.,1031
"Не,не,не.",1030
Артур!,1030
Откъде взе това?,1029
Не го пипай!,1028
Чува ли ме някой?,1028
"О,не.",1027
Дона.,1027
Направете нещо!,1027
Искаш ли бира?,1026
Ти какво правиш тук?,1026
Не се предавай.,1026
Опитах се.,1025
Търпение.,1025
Кой ти каза това?,1025
Сериозна съм.,1024
Каква е?,1024
Казах не.,1024
Погледни ги.,1024
Хайде стига.,1024
Тина!,1023
Сделка?,1023
Пистолет!,1023
Искаш ли да танцуваме?,1023
Виж какво.,1023
Бог да те благослови.,1022
Не за дълго.,1022
"Да, има.",1021
Приключи ли?,1021
"Да, можеш.",1021
А ти как си?,1021
"О, чудесно.",1020
"Да, тук съм.",1020
Вики!,1020
Благодаря на всички.,1019
Какво ли?,1019
"Ето, вземи.",1019
"О, разбирам.",1019
Не се съмнявам.,1018
"Хей, какво става?",1017
Мръдни се.,1016
Виж ме.,1016
Можем да го направим.,1015
Беше грешка.,1015
Рики!,1015
Не прави така.,1014
Обадете се.,1014
Това не е...,1014
"О, не, не, не.",1014
Пейдж.,1014
Задръж така.,1013
Меган!,1013
Върни го.,1012
Дете?,1011
Не ме разбирай погрешно.,1011
"Съжалявам, човече.",1011
Може ли да седна?,1010
"Здрасти, татко.",1009
Готова?,1009
Ще се върне.,1009
"Добре де, добре.",1009
"Не, не може.",1008
Ъъъ...,1008
Това са те.,1007
Господарке!,1007
добре.,1007
Ако искаш.,1007
Готово ли е?,1007
Вътре е.,1006
Изчезвам.,1006
"Знаеш го, нали?",1006
Мога ли?,1005
Няма да те оставя.,1005
Не се ядосвай.,1004
Знаеш ли какво означава това?,1004
Довърши го!,1004
Мики!,1004
Чуваш ли това?,1004
"Не, скъпа.",1003
Мъж.,1003
Ще повърна.,1003
Обади му се.,1002
Какво искаше?,1002
Ченгета!,1002
Куин!,1002
Знаеш за какво говоря.,1001
"Стига, бе!",1001
Нее.,1001
Батко!,1001
Кери.,1000
"Моля ви, помогнете ми!",1000
"Не, няма нищо.",999
Не бива.,999
Играта свърши.,999
Освен ако...,999
Вероника.,998
Спаси ме!,998
Какво ще правите?,998
Ето защо.,998
Може би по-късно.,998
Искате ли?,997
Ваша чест.,997
Добра е.,997
Прикривай ме.,997
Добро утро на всички.,997
Ще дойдеш ли с мен?,996
Направих грешка.,996
П.,996
Не съм казал това.,996
"Да, беше.",996
Нора.,996
Проблем?,995
Саша!,995
Не беше.,994
Мълдър.,994
Знам какво е.,994
Не ме ли чу?,994
Стефан.,994
Разкарай се оттук!,993
Лесно.,993
"Извинете, господине.",993
Продължи.,992
Брилянтно.,992
Убий я!,991
Дом.,991
С теб съм.,991
Нямаме време за това.,990
Бързам.,990
Родни.,990
"Да, чух.",990
Трябва да се обадя.,990
Мили.,990
Виктория.,990
Избяга.,990
"Разбрано, сър.",989
Търсих те навсякъде.,989
Кой друг?,989
Холи!,988
Искаш ли го?,988
Я се разкарай!,988
Като какво?,987
"Здравей, миличка.",987
Миличък.,987
Това не е хубаво.,986
Роби!,986
"Насам, моля.",985
Просто се успокой.,985
Не се обиждай.,985
Веднага идвам.,985
Имам въпрос.,985
Париж.,985
Не всички.,984
Вече е късно.,984
Нямаш избор.,984
Изчезвай оттук!,983
Мина доста време.,983
Това не съм аз.,982
Победа!,982
Още едно.,982
Трябваше да се досетя.,982
Моника.,982
Грешката е моя.,981
"Всичко е наред, скъпа.",981
Това не е твоя работа.,980
"Да, права си.",980
"Добре, съжалявам.",980
Война!,980
Колко хубаво.,979
Къде е момичето?,979
Бива.,978
Но ти...,978
Забелязах.,978
Прощавайте.,978
Доктор.,977
Не мога да спя.,977
Нищо сериозно.,977
Твой е.,976
Една.,976
Нека...,976
Джин.,976
Не знаеше ли?,975
Няма да успеем.,975
Браво на вас.,975
Няма да е лесно.,975
Търсих те.,975
Какво да правя сега?,975
"О, здравей.",974
Не знам как.,974
Обличай се.,974
За това.,973
"Да, мога.",973
А след това?,973
Какво тогава?,973
"Да, напълно.",972
Знаеш ли какво си мисля?,972
За какво ти е?,972
По всяко време.,972
Къде са останалите?,971
Не ме убивай!,970
Уили!,970
Приятелю.,970
Бони.,969
Това е проблемът.,969
Имаш ли нещо против?,969
Липсва ми.,969
Още един.,968
Не ли?,968
За какво е това?,968
Скрийте се!,968
Мъртви са.,968
Гандалф!,968
Отмъщение.,968
"Благодаря, скъпа.",967
"Да, може.",967
Спиш ли?,967
Същият.,967
Говори с мен.,966
Бог да ви благослови.,966
Оръжие!,966
Къде отидоха?,965
Нула.,965
Да не си се побъркал?,965
Ще говоря с него.,964
Виж какво направи!,964
Нищо не е станало.,964
От къде да знам?,964
Дръж се здраво.,964
Заключено е.,964
Добре са.,964
Чаках те.,963
Започвай.,963
Още не знам.,963
Това беше страхотно.,962
Лъжа.,962
Не е проблем.,962
Искам да ти помогна.,962
Нямаме друг избор.,962
"Да, точно.",962
Закъсняваме.,961
До по-късно.,961
Късметлия.,960
"Добре, да го направим.",960
Пошегувах се.,960
Миранда.,960
Никак даже.,959
Къде е майка ти?,958
Стан!,958
Не говориш сериозно.,958
Ти беше прав.,957
Пас.,957
Печелиш.,957
Време?,957
Сега е твой ред.,957
Красиво.,956
Колко искаш?,956
Не умирай!,955
Жив ли е?,955
Гол!,954
Не го забравяй.,954
Така си и помислих.,953
Вино?,953
"Здравейте, дами.",953
Задръж малко.,952
Ген.,952
Р.,951
Загубеняк.,951
Майка.,951
Тейлър.,951
Ти си добър човек.,950
Къде са другите?,950
Да така е.,949
Наистина е така.,949
За съжаление.,948
Ще закъснеем.,948
"Здрасти, приятел.",948
Здравейте всички.,947
"Хайде, стига.",947
Както обикновено.,947
С кое?,947
Този човек...,947
Толкова е красиво.,946
"Чакай, какво?",946
Някой друг път.,945
Не може така.,945
Съжаляваш?,945
Беше инцидент.,944
Вдигни си ръцете.,943
Бам!,943
"Моля ви, недейте!",943
Шейн!,942
Той ли е?,942
Това не е важно.,942
Какво четеш?,942
Само за малко.,942
Не става така.,941
Райли.,941
"Да,сър.",940
Нямам пари.,940
"Тихо, тихо.",940
Харесвам го.,939
Какъв е?,939
Много си красива.,939
Сериозно говоря.,939
Винс!,938
Изборът е твой.,938
Марш!,938
Пени.,938
Имаш ли минутка?,937
Да не си посмял!,937
Ти го уби.,937
Няма как.,937
"Ах, ти!",937
Искам да те питам нещо.,937
Само една.,936
Това не е достатъчно.,936
Не е правилно.,936
Хвърли пистолета!,936
Мич.,936
Тогава защо?,936
Приеми го.,934
Закъсняваш.,933
Винсънт!,933
"Не, по дяволите.",933
Още по-добре.,933
Застреляй ме.,932
За това говоря.,932
Това няма да се случи.,932
Свали пистолета.,932
Прекрасен е.,931
Не бих казал.,930
Какво е станало тук?,930
Не е нужно да го правиш.,930
Проф.,929
Хлапе!,929
Добър избор.,929
Не му обръщай внимание.,928
Сет.,928
"Здравейте, всички.",928
Трябва да говоря с него.,928
Люси!,928
Имам една идея.,928
Я да видим.,928
На какво ти прилича?,927
Не се страхувайте.,927
Съгласна.,925
Хубаво име.,925
Трябва ми помощта ти.,925
Защо се държиш така?,924
Лана.,924
"Хайде, върви.",924
Добро.,924
"Знам, че е така.",924
Аз и ти.,923
"Хей, приятел.",923
Децата.,923
Не е толкова лесно.,923
Постоянно.,923
Ще умрем!,923
Вие двамата.,923
Говорете.,923
Това сме ние.,922
Чувствам се добре.,922
Аз ще се погрижа за това.,922
Има още нещо.,922
Хвани я!,922
Не е ли чудесно?,922
Става късно.,921
Това не е игра.,921
Как му беше името?,920
"Да, и?",920
Много те обичам.,920
Какво е това нещо?,920
Получих съобщението ти.,919
Глория.,919
Ето на.,919
"Хайде, хора.",917
Симон!,917
Махайте се оттук!,917
Да влезем вътре.,916
Може ли да погледна?,916
Трябва да се връщам.,916
Нямам нищо.,916
Заета съм.,915
Мразя това.,915
Двама.,915
Връщай се!,915
Вижте го.,915
"Здравейте, момичета.",914
Не ми се говори за това.,914
След малко.,914
Ти върви.,914
Как ме нарече?,912
Мен също.,912
Задръж рестото.,912
Това е прекалено.,912
Дай да ти помогна.,911
"Здравейте, сър.",911
Какво прави тук?,911
Майки!,911
Напъвай!,910
Как мога да ви помогна?,910
Приключихме ли?,910
Ръката ми!,910
Секс.,910
Дръж ме в течение.,909
Избирай.,909
Но не мога.,909
Рос!,908
"Добре, да.",908
Звучи забавно.,907
Сладко.,907
По-добре ли се чувстваш?,907
Знаеш ли кой съм аз?,907
Никакъв.,906
Без паника.,906
Соня!,906
Кой е тоя?,906
Честна дума.,905
"Моля, заповядайте.",905
Рони.,905
Аз искам.,904
Дай си ръката.,903
Различно е.,903
Човек.,903
Обърнете се.,903
Как е майка ти?,903
"Добре, скъпа.",902
Искаш ли да поговорим?,902
Женен ли си?,902
Превъзходно.,902
Не си ли?,901
Мани!,901
Оох!,901
Имам изненада за теб.,901
Какво трябва да значи това?,901
"Здравей, красавице.",901
Не си струва.,900
Има логика.,900
Къде е синът ми?,900
Какво е толкова смешно?,900
И ти ли?,899
"Да, той е.",899
Не ме наричай така.,899
Погледнете ме.,899
Синди!,899
Ако обичаш.,899
Ами вие?,898
Отивам до тоалетната.,898
Кучият му син!,898
Ноа!,898
Потвърдено.,897
Сем.,897
Права сте.,897
Идваш с мен.,897
Виж тук.,897
Дай ръка.,897
Спри веднага!,897
"Здравейте, как сте?",896
Добър изстрел.,896
Защо сме тук?,896
Как пък не!,896
Не бързайте.,895
Т.,895
Отстъпи.,895
Идва насам.,895
Добро куче.,895
Имам лошо предчувствие.,894
Защо сега?,894
Нямам нищо общо с това.,894
Пак ще се видим.,894
Чувствам го.,894
Какво за тях?,894
Нуждая се от помощта ти.,894
Имахме сделка.,893
"Един момент, моля.",893
Какво пък.,893
Злато.,893
Какво можем да направим?,892
Добре ли спа?,891
Ние сме тук.,890
Объркан съм.,890
Имаш ли деца?,890
Трябва да го направиш.,890
Чакайте тук.,890
Не го правете.,890
Тя е луда.,889
Проработи.,889
Страхувам се.,888
"Кой, по дяволите, си ти?",888
Потвърждавам.,888
Искаш ли питие?,888
Нека те питам нещо.,888
Доволна ли си?,887
Арестувайте го!,887
Но сега...,887
Св.,887
Какво казаха?,887
Какво чакаме?,887
"О, извинявай.",886
Него.,886
Бебе?,885
Тази сутрин.,885
Отвори очи.,885
Ами добре.,885
Нищо друго.,885
Смешно е.,885
"Ами, не знам.",884
Знам всичко.,884
Лидия!,884
И аз мисля така.,884
Махнете се от пътя!,883
И ти също.,883
И какво ще правим?,883
Отиваш ли някъде?,882
"Да, добре е.",882
Напусни!,882
Трейси.,882
"Здравей, мила.",882
Лори.,882
В колата.,882
Всички да станат.,882
По местата!,881
На колко си години?,881
Определено не.,881
Джийн?,880
Някой ден.,880
Дейзи.,880
Той ми е приятел.,879
Не изглеждаш добре.,879
Мей!,879
Не бързай толкова.,879
Сам ли си?,879
Бомба!,878
"Съжалявам, татко.",878
Тренер!,878
Нека те попитам нещо.,877
Хедър.,877
Трябва да отида.,877
Само това ли?,876
Коул.,876
Той не е тук.,876
Прави каквото ти казвам.,876
Искаш ли още?,875
Г-жо.,875
Прекрасни са.,875
Не е безопасно.,875
"Хайде, момичета.",874
Мога ли да вляза?,874
Детето ми!,874
Бъди внимателна.,874
Какво правя тук?,874
Не е лесно.,874
Кени!,873
Уолт!,873
"Нищо, нищо.",873
Ейнджъл.,873
Станало ли е нещо?,873
Слушайте всички.,873
До дъно!,872
Изключено.,872
Тара!,872
Засрами се!,872
Къде ме водиш?,872
Ууу!,871
Това боли.,871
Иска ми се.,871
Спечелихме!,871
Хрумна ми нещо.,871
Права ли съм?,870
Хейли!,870
Вик!,870
Няма никакъв смисъл.,870
Тук ли живееш?,870
"Да, вярно е.",870
Отивам си.,870
Ще чакаме.,870
Има смисъл.,869
Не казах това.,869
Дай пет.,868
"Добре, това е.",868
Нали разбираш?,868
Лиза!,868
"Какво, какво?",867
"Благодаря, приятел.",867
Няма да дойда.,866
Гадно.,866
Какво прави тя?,865
Слез долу.,865
Това е моето момиче.,865
"Благодаря, момчета.",864
Искаш ли да опиташ?,864
Ашли.,863
Впечатлена съм.,863
Да продължаваме.,862
Много е хубава.,862
Отпуснете се.,862
Я почакай.,862
"Ами, аз...",862
Само толкова?,861
"Да, чудесно.",861
Как ме откри?,860
Познавате ли се?,860
"Добре, да започваме.",860
Не ставай.,860
Пардон.,860
На теб.,860
Има разлика.,859
Лондон.,859
Момичето.,859
Нали се сещаш?,859
"Моля те, не го прави.",859
Нищо не се е променило.,859
Повече.,858
Харолд.,858
Никога повече.,858
Всичко това.,857
Това са пълни глупости.,857
Откъде сте?,857
Фиона!,857
Коя е?,857
Кристин!,856
Щастлив ли си?,856
Трябва да дойдеш.,856
Обичаш ли го?,856
Благодаря за отделеното време.,856
Какво по дяволите правиш тук?,855
Първо ти.,854
Стой настрана.,854
"О, да, да.",853
"Добре, слушай.",853
Руби!,853
Мога да се грижа за себе си.,853
Алиша.,853
Педал!,853
Джина.,852
Последен шанс.,852
Помниш ли го?,852
Знам как се чувстваш.,852
За вас.,851
Това е майка ми.,851
Алилуя!,851
Трябва да се шегуваш.,851
Ето къде си.,851
Лени!,851
Това не е всичко.,850
Много е красива.,850
Идвам след малко.,849
София.,849
Погледнете това.,849
Ще успееш.,849
Тръгваш ли си?,849
Мой е.,849
"Така, така.",849
Ръцете!,849
Ще умреш.,848
Някакви идеи?,848
Майтапиш се.,848
И това е всичко?,847
"Хайде, скъпи.",847
Ти ли беше?,846
Какво желаете?,846
Неее!,845
Прибирам се.,845
Мерлин!,845
Зареди!,845
Защо го казваш?,845
Знам къде е.,845
Не това.,845
Спрете ги!,845
"Какво, по дяволите, беше това?",845
А защо не?,844
Мога ли да ви помогна с нещо?,844
Нищо работа.,844
Магия.,844
Ванеса.,844
Радвам се да те видя отново.,844
Жива е.,844
Тод.,844
Отхвърля се.,844
Щастлива ли си?,843
Да знам.,843
Няма да го направиш.,843
Лоис?,843
Дърпайте!,843
Това правя.,843
Клара!,842
Правя го.,842
Не трябваше.,842
Тръгваш ли?,841
Не отговаря.,841
Знаеше ли?,841
"Благодаря, господине.",841
Това е мястото.,840
На телефона.,840
Ще те хвана!,839
Длъжник съм ти.,839
"Обичам те, мамо.",839
Но не.,839
Ето там е.,839
Защо питате?,838
Благодарение на теб.,838
Най-вероятно.,838
Дони!,838
Лоши новини.,837
Ти пък кой си?,837
Моя.,837
Сещаш се.,837
Сестра ми.,837
"Да, помня.",837
"Благодаря ти, Господи.",837
Предай се.,836
Ранена ли си?,835
Виждате ли това?,835
Да разбира се.,835
Аз го убих.,835
Тя е моя.,835
Плащам.,835
Познавам ли те?,835
Кротко.,835
Нас.,835
Не го докосвай!,834
Уейн.,834
Да танцуваме.,834
Трябва да говорим.,833
Уейд!,833
Разбрахте ли ме?,833
"Не, не са.",833
Нямаше нужда.,832
Роб!,832
Шегувах се.,832
Виждам ги.,831
Прецакани сме.,831
Бутай!,831
Ейприл!,831
Къде са ми парите?,831
Феликс!,831
Къде е той сега?,831
Не ме е грижа.,831
Ще го намеря.,831
Ъ-ъ...,831
И аз не знам.,831
Барбара.,831
Две седмици.,830
Всичко приключи.,830
Камера!,830
Не беше зле.,830
Омъжи се за мен.,830
Какво да направим?,830
Стейси.,829
Мина много време.,828
Слушай ме внимателно.,828
Има ли някой вкъщи?,827
Хвърлете оръжията!,827
Същото.,827
Разбирам ви.,826
"Обичам те, татко.",826
Къш!,826
Добър си.,826
Мама му стара!,826
"Хей, какво правиш?",826
Категорично не.,826
Ъхъ.,826
Просто питам.,825
"Да, скъпи.",825
Нито пък ти.,825
Дааа!,825
Две години.,825
Ние сме приятели.,824
Как смеете?,824
В брой.,824
Нека да видя.,823
Не схващам.,823
Готов си.,823
На мен ли говориш?,822
Къде е дъщеря ми?,822
Погледни ме в очите.,822
"Сигурен ли си, че си добре?",821
"Предполагам, че да.",821
Това беше грешка.,820
Скоти!,820
Какво ще кажете за това?,820
"Съжалявам, мамо.",820
"Хей, човече.",819
Отвори си устата.,819
Аз ще тръгвам.,819
"Странно, нали?",819
Ще млъкнеш ли?,819
Ще се обадя.,819
Хубав е.,819
Ще му кажа.,819
Стигнахме.,818
"Добре, успокой се.",818
Нека аз.,817
Да се връщаме.,817
Защо се върна?,817
Запомни го.,817
Това е моят дом.,816
Колко странно.,816
Още ли си тук?,816
Г-н президент.,816
О-о.,816
Нищичко.,816
Само аз.,816
Съжаляваме.,815
Поли!,815
Кола.,815
Ще те закарам.,814
Имаме.,814
"Да, Сър.",814
Точно на време.,813
Махнете го!,813
Мамицата му!,813
Буквално.,813
Така и трябва.,812
"Здравей, аз съм.",812
Плачеш ли?,812
Джанет!,812
Валентин.,812
"Да, така беше.",812
Има още.,812
Проверих.,812
Нищо ли?,812
Какво гледате?,811
Пусни ги.,811
"Мамо, моля те.",810
Не е ли очевидно?,810
Изчезнал е.,810
