sentence,count
Nápodobne.,361
Ale ja...,361
To je strašné.,361
Počúvaš ma?,361
Annie.,361
Odpusť mi.,361
Sekundu.,361
Tento.,360
Šéf.,360
Máš niečo?,360
Naspäť!,360
Eric.,359
Hi.,359
Poznáte ho?,359
Pán prezident.,359
Dobrý Bože.,359
"Och, bože.",359
Na čo čakáš?,358
Idem tam.,358
No nie?,357
Vďakabohu.,357
Veľa.,357
Čo hovoríš?,356
Klame.,356
Robíte si srandu?,356
Bol som.,356
Ja teba tiež.,356
Nechaj ma hádať.,355
Porozprávame sa neskôr.,355
Major.,355
Si pripravená?,354
Tyler.,354
"Nie, vážne.",354
Uhh!,353
Ahoj mami.,353
Odkiaľ?,353
Čakajte.,353
Spomínaš si?,353
Len žartujem.,353
Pôjdeme?,353
Jay!,352
Jason!,352
Zbraň!,351
Nebudem.,351
Louis.,351
Preco?,351
Ste pripravení?,350
"Ano, pane.",350
Nechaj to.,350
Preto.,350
Nemám pravdu?,350
Je to moja vina.,349
Obaja.,349
Kto ti to povedal?,348
Pôjdem s tebou.,348
Všetci von!,348
Hovor so mnou.,347
Nedáva to zmysel.,347
Niečo nie je v poriadku.,347
Urobte to.,346
Vezmi si to.,346
Nie nie nie.,346
Tak to nie je.,345
Ale choď.,345
Vtipné.,345
Zabudol som.,345
Dave!,345
Čo ty?,344
Čo to malo znamenať?,344
To dáva zmysel.,344
Tadiaľ.,344
Čo hovorí?,344
Kristepane!,343
Veľmi ma to mrzí.,343
Zase?,343
"Pohyb, pohyb!",343
Neboj.,343
Sú preč.,343
To je rozkaz.,342
Chuck!,342
Spolu.,342
Chlapče!,342
Nechutné.,342
Osem.,342
Čo s ním?,341
Pochybujem.,341
Patrick.,341
Zdravím vás.,341
Karen.,340
Mala si pravdu.,340
"Áno, mám.",340
Myslel som si.,340
To nemôže byť pravda.,339
Vaša výsosť.,339
Prečo sa pýtaš?,339
Heh.,339
Dolu!,339
Kde ideš?,338
Kryte sa!,338
Dobrá otázka.,338
Scott.,338
Čo si zač?,337
Počul som.,337
To je škoda.,337
Podme.,336
Sranduješ?,336
Som späť.,335
Nevieš?,335
Ty hajzel!,335
Čo je s ním?,335
Nič to nie je.,335
Budem hádať.,335
Môj syn.,335
Priamo tu.,334
Veľmi pekne ďakujem.,334
Je to ťažké.,334
Skvelá práca.,333
"Áno, správne.",332
Žije.,332
Mne tiež.,332
Chýbal si mi.,332
"Ach, môj Bože.",331
Zostaň tam.,331
Pán.,331
Môžeme ísť?,331
Lily!,331
Musíme.,331
Pete.,331
"Hej, počkaj.",331
Nemusíš.,331
Musím s tebou hovoriť.,331
Môžem vám nejako pomôcť?,330
Susan.,330
Ste si istá?,330
Maria!,330
Ťažko povedať.,330
Ale vieš čo?,329
Je to super.,329
To je moje.,329
Vypadnite odtiaľto!,329
Pi!,329
Rozumel si?,328
Michelle!,328
Nie je to tak?,328
Ó bože.,328
Tam sú.,328
Daj mi ho.,328
"Nie, madam.",328
Nemáme veľa času.,327
Rado sa stalo.,326
Veľmi pekné.,326
Nemáme na výber.,326
Dokázal si to.,325
Počkajte tu.,325
So mnou?,325
Meškáš.,325
Ospravedlň ma.,324
Je to pasca.,324
"Hej, jasné.",324
Dievča.,324
Zavolám ti neskôr.,323
Oh bože.,323
Tak choď.,323
Preber sa!,322
Ešte neviem.,322
Pa.,322
"Choď, choď!",322
Sadaj.,322
Toto je šialené.,321
Donna!,321
Padáme!,321
Prirodzene.,321
Je to divné.,321
Skončil som.,320
Čo máš na mysli?,320
Choď do pekla.,320
To je dobrý nápad.,320
Jednoznačne.,319
"Ó, Bože.",319
Jerry.,319
Vážim si to.,319
Mýlil som sa.,319
O nič nejde.,318
Láska.,318
Nasledujte ma.,318
Asi hej.,318
Ale ako?,318
Ukáž sa!,318
Si mŕtvy.,318
Bola.,318
"Áno, to je pravda.",317
Do frasa!,317
"Nie, nemám.",317
Môžem ti pomôcť.,317
"Ale, no tak.",316
Detektív.,316
Pozriem sa na to.,316
Nora.,316
To nestačí.,316
Som unavený.,316
Dve.,316
Pripraviť!,316
Zavri hubu!,316
Pôsobivé.,316
Čo mám urobiť?,316
Pusti ho!,316
Si hladný?,316
Čas?,316
Smiem?,315
Kyle.,315
Je to na tebe.,315
Pozri na toto.,315
Dievčatá!,315
Grace.,314
Sukin syn.,314
Rád vás vidím.,314
A to je čo?,314
Otočte sa.,313
Nikto tu nie je.,313
Len choď.,313
Tu ste.,313
Tak poďme na to.,313
Je niekto doma?,313
Uvoľni sa.,313
Už sa stalo.,313
Nemám na výber.,313
"Oh, kurva.",312
"Oh, hej.",312
Už sme skoro tam.,312
Buď opatrná.,312
McGee.,312
Musíme odtiaľto vypadnúť.,312
Zostaň so mnou.,311
Nie tak rýchlo.,311
Zle.,311
Joey!,311
Fascinujúce.,311
Merlin!,311
To sa stáva.,311
Čo sú zač?,311
A kurva!,311
Presne tu.,310
NCIS.,310
On je...,310
Voda.,310
Bez urážky.,310
Počujte.,310
Ešte jedna vec.,309
Nechajte ho!,309
Vaša Výsosť.,309
O to nejde.,309
Aké to je?,309
Šibe ti?,309
"Nie, nič.",308
Útok!,308
Roger.,308
Zostaňte tu.,308
Nejaký problém?,308
Opakujem.,307
Dáš si?,307
Uteč!,307
Buďte ticho!,307
Desať.,307
Každý deň.,307
"Nie, neviem.",307
Ron!,306
Luke!,306
Pustite ho.,306
Nemyslíš?,306
"Ahoj, ako sa máš?",306
Úprimnú sústrasť.,306
Simon.,306
Čo povedala?,305
Dokelu.,305
"Ale, ale.",305
Aj mne.,305
Mám prácu.,305
Priateľ.,305
A vy ste?,305
Nikam nejdem.,305
"Hej, viem.",305
Je to OK.,305
To je fajn.,305
Bonnie!,304
Som to ja.,304
Blbec.,304
Nezaujíma ma to.,304
Do piče!,304
Robert.,304
Vidíš niečo?,304
Idem do toho.,304
Charles.,303
Môžem sa pozrieť?,303
Divné.,303
To je zaujímavé.,303
O môj Bože.,303
Opatruj sa.,303
Poznáš ma.,303
Mlč!,302
Nemám čas.,302
Len kľud.,302
Ešte.,302
Stretneme sa tam.,302
Nedokážem to.,302
Caroline.,302
Odchod.,301
Zomrel.,301
Poznám ho.,300
Vaše Veličenstvo.,300
Ako ti je?,300
Kedykoľvek.,300
Boj!,300
"No tak, človeče.",299
Ana!,299
Stále.,299
Tu ho máme.,299
Páči sa.,299
To je fakt.,299
Nie pane.,299
Čo sa tam deje?,298
Mám ťa rada.,298
Nie celkom.,297
Niekto?,297
Bude to dobré.,297
Rada ťa vidím.,297
To nehovor.,297
To je lož.,296
Prečo si to myslíš?,296
"Bože, nie.",296
Nič som neurobil.,296
Jedna.,296
Odkiaľ to vieš?,295
Vlastne áno.,295
"Nie, som v pohode.",295
Je pekná.,295
Casey!,295
Čo sa mu stalo?,295
Kto to urobil?,294
Yes!,294
Bolo mi potešením.,294
Ja to zvládnem.,294
Kto som?,294
Čo to do pekla robíš?,294
Len pokoj.,294
Pozrite sa na mňa.,294
Angela!,294
Tu to máš.,294
Nepočujem ťa.,293
Nepribližuj sa!,293
Ethan!,293
Beth!,293
Robin!,293
Prečo ste tu?,292
William.,292
Niečo.,292
Phil!,291
Spí.,291
Blázon.,291
"Nie, nie si.",291
Molly.,291
Nemôžem dýchať.,291
Linda.,291
Hej ty!,291
Povedz mu to.,290
"Prepáčte, že meškám.",290
Toto je ono.,290
Vitaj doma.,290
Odkedy?,290
Nechápeš to?,289
Je môj.,289
O...,289
Znie to dobre.,289
"Počkať, počkať, počkať.",289
Pohnite sa!,289
Eva!,289
Myslíte?,289
Môj.,289
To nie je...,289
Pozrite sa na toto.,288
Leo!,288
"Ahoj, miláčik.",288
D,288
Pán Frodo!,288
Čo potrebuješ?,288
Otvor tie dvere!,288
Moje dieťa.,287
Kretén.,287
To by stačilo.,287
Oheň!,287
Tak tu si.,287
To fakt?,287
"Hej, kámo.",287
Dvere!,286
Edward.,286
To rád počujem.,286
Naser si!,286
Jeremy!,286
Mne?,286
Olivia.,285
Kde ste boli?,285
Prečo to hovoríš?,285
"Nie, počkajte.",285
Neklamem.,285
O tom pochybujem.,285
Martha!,285
Jamie.,285
Aký je v tom rozdiel?,285
"Hej, čo sa deje?",284
Je nádherná.,284
Damon.,284
To bude dobré.,283
Cením si to.,283
Jackson.,282
Oco!,282
Cool.,282
Zabi ma.,282
Chýbala si mi.,282
Aragorn!,282
Bolo to...,282
Zober si to.,282
Ha ha!,281
Nič moc.,281
Niečo vám poviem.,281
Hannah.,281
NIE!,280
O tom nepochybujem.,280
Niet za čo.,280
Lebo...,280
Život!,280
Je to príliš nebezpečné.,280
Pracujem.,280
Krv.,280
Na to zabudni.,280
Čo tu robí?,280
preložila larelay,280
Dlho sme sa nevideli.,280
Máš to mať.,279
To nie je vtipné.,279
Už sú tu.,279
Ako to môžeš vedieť?,279
Kedy sa to stalo?,279
Zavri oči.,279
Čo si?,279
Od koho?,279
Som si istý.,279
Radšej nie.,279
Bastardi!,279
O čom hovoríš?,278
Priatelia?,278
Čo je to za miesto?,278
"Oh, no tak.",278
Bruce!,278
Prečo by som to robil?,278
Andrew!,277
Nejaké otázky?,277
Budeš mi chýbať.,277
Vyhral som.,276
Chytaj!,276
Už je tu.,276
Prepáčte pane.,276
Kam to ideš?,276
Evan.,276
Jacob!,276
Tlač!,275
A to už prečo?,275
Žena.,275
Nechaj ju!,275
"Nie, to nie je.",275
Nádherné.,275
Jedz.,275
I,275
"Oh, jasné.",274
Včera.,274
Ani neviem.,274
Kvôli mne.,274
Bez obáv.,274
Sadni.,274
Akcia!,274
Hrozné.,273
Poznáme sa?,273
Eli.,273
Stephen.,273
Ale no.,273
Rozhodne nie.,272
Ale hej.,272
Videla si to?,272
Pustite ma von!,272
Nemôžem si pomôcť.,272
"Dobre, vďaka.",272
Si ok?,271
Pohov.,271
Žiadne.,271
Čo urobíš?,271
Páľte!,271
Nerob.,271
"Počkajte, počkajte.",271
To som nevedel.,270
Prečo to robíte?,270
"Jasné, jasné.",270
Á!,270
Tim?,270
Pokúsim sa.,270
Tu sme!,269
Choď dnu.,269
Hneď tam budem.,269
To nemôžete.,269
Ideme domov.,269
Nesúhlasím.,269
Vitaj späť.,269
Prichádza.,269
To som.,269
hej.,269
"Oh, sakra.",268
Oh môj Bože.,268
Je to nádherné.,268
Wendy!,268
To bolo úžasné.,268
"Oh, prepáč.",268
To je čo?,268
Čo to do pekla je?,268
Podrž to.,268
Rory!,268
"Áno, presne.",267
"Ahoj, to som ja.",267
Bolo to úžasné.,267
"Neviem, čo mám robiť.",267
Kde som?,267
Na tri.,267
Nechcem o tom hovoriť.,267
Na ako dlho?,266
Ja idem.,266
Je dobrý.,266
Asi máš pravdu.,266
Vypadni odtiaľ!,266
"Obávam sa, že nie.",266
Som pripravená.,266
Odhoď zbraň!,266
Ja ti neviem.,265
Sammy!,265
Mhm.,265
Pridaj!,265
Kara.,265
"Prepáč, že meškám.",265
"Prosím, pomôžte mi.",265
Musíme sa odtiaľto dostať.,265
Vzdávam sa.,264
Vidím to.,264
Kitty.,264
Sally!,264
Čo tým chcete povedať?,264
Tak poďte.,264
Zastavte ho!,263
Ted?,263
A vieš prečo?,263
Boh.,262
Musíš ísť.,262
Meškám.,262
Chyť ho!,262
Vyhrali sme!,262
Bol som tam.,262
Deväť.,262
"Nie, to je v pohode.",261
Netráp sa tým.,261
Odchádzaš?,261
Šťastnú cestu.,261
Celkom dobre.,261
Do práce.,260
Uvidíme sa tam.,260
Ja pôjdem.,260
Pobozkaj ma.,260
Dobré správy.,260
"Áno, ja...",259
To je blbosť.,259
Kedy to bolo?,259
To som nebol ja.,259
Nechcel som.,259
Pomôžeš mi?,259
Máš ho?,259
Sama.,259
Vyzeráš úžasne.,258
"No tak, chlape.",258
Preto som tu.,258
Už idú.,258
Strýko!,258
Presne tam.,258
Vražda.,258
Kim!,258
Vykonám.,257
Jennifer.,257
Pusti ju!,257
To teda je.,257
Čo to kurva robíš?,257
Ako sa to mohlo stať?,257
"Oh, yeah.",256
Nie je to zlé.,256
Chcem ti niečo ukázať.,256
Aj tebe.,256
Tak dosť!,256
Neviem prečo.,256
"Ó, nie.",255
Máme.,255
Dobré ránko.,255
Nie si.,255
Rozchod.,255
Čaj?,255
Nič tu nie je.,255
Nechaj to na mňa.,255
Doľava!,254
"Oh, ahoj.",254
Kto je?,254
Už to bude.,254
Počul si?,254
Hlúposť.,254
Aj ja ťa ľúbim.,254
Horí!,254
Dokázal som to!,254
Ha ha ha!,253
Nekecaj.,253
Robím si srandu.,253
Veľmi dobré.,253
Ja ne...,253
Zásah.,253
Šerif.,253
Krásne.,253
Pohnite si!,253
To sú oni.,253
Som unavená.,252
Je to lepšie?,252
Poď bližšie.,252
Maggie.,252
Je to moja práca.,252
Čo som urobil?,252
To je fantastické.,252
Karl.,251
Nedotýkajte sa ma!,251
Dobrý bože.,251
Papa!,251
Tak počkať.,251
Catherine.,251
Mýlite sa.,251
Bude.,251
Len pokojne.,251
Vypnite to.,251
Smiešne.,250
Nemal som na výber.,250
Tak nejako.,250
Fungovalo to.,250
Vyzeráš nádherne.,250
O to ide.,250
Rozumiete mi?,249
Môj ty Bože.,249
"Poď, ideme.",249
Čo potom?,249
Prečo si mi to nepovedal?,249
Čo ďalej?,249
Možno máš pravdu.,249
Mimochodom...,249
Gwen?,249
Rada vás spoznávam.,249
Dnes nie.,248
Ach nie.,248
"Raz, dva...",248
v poriadku.,248
Veru.,248
To je nádhera.,248
Vyhral si.,248
Moje.,248
Odpáľ!,248
Počujete?,248
Možno áno.,248
Je to smiešne.,248
Zvládli sme to.,248
Proste...,248
"Dobre, poďme na to.",248
Dovnútra!,248
Harry Potter!,248
Ellie!,248
Nepribližujte sa!,247
"Choď, choď, choď!",247
Sľúb mi to.,247
Nabudúce.,247
Zmizol.,247
Len som...,247
Pozeraj.,247
"Nie, samozrejme, že nie.",247
"Nie, ani nie.",247
Spomínam si.,247
Veličenstvo.,247
Necítim sa dobre.,247
Stráže!,247
Cass?,247
Milujem ju.,247
"Áno, to som ja.",247
Zabiť!,246
Rebecca.,246
Helen.,246
Smiešok!,246
Nežartujem.,246
Mám plán.,246
To nie je správne.,246
Dokážem to.,246
Nič tam nie je.,246
Mám toho dosť.,245
"Oh, človeče.",245
Všetkých.,245
Budete v poriadku.,245
Poriadku.,245
Dylan!,245
Čas vypršal.,245
Čo máte?,245
Je čas ísť.,245
Ako mu je?,245
Čo si myslíte?,245
Ráno.,244
Nebuď smiešny.,244
Čo ty tu robíš?,244
To si robíš srandu.,244
Artuš.,244
Strašné.,244
Choďte domov.,244
No neviem.,244
To je vtip?,244
Je to komplikované.,244
Nate.,244
Jonathan.,244
Dáva to zmysel.,243
Čo tam robíš?,243
"Nie, nikdy.",243
Tak teda...,243
Ako si sa sem dostal?,243
Nevidím.,243
Čo si spravil?,243
Gary!,243
Jeff.,243
Je príliš neskoro.,243
Je dobrá.,243
Je to hrozné.,242
Ja som to vedel.,242
Daj mi ju.,242
"Poď, poď, poď.",242
Katherine.,242
Čo odo mňa chcete?,242
Určite áno.,242
Kamoš.,242
Ďakujem pane.,242
Čo je to s vami?,241
Ššš.,241
Mm-hm.,241
Myslel som...,241
Neopúšťaj ma.,241
Rozumeli ste?,241
Marty!,241
To ma nezaujíma.,241
Nina!,241
Je mi zima.,241
Uh-oh.,240
Starká!,240
Áno je.,240
Povedal.,240
Ty to vieš.,240
"Nie, prečo?",240
"Obávam sa, že áno.",240
Daj to preč.,239
Už viem.,239
Tvoj otec?,239
Nerozumieš?,239
Koľko má rokov?,239
Bye.,239
Vstaňte!,239
Nastúp si.,239
Vieš o tom?,239
Sme na ceste.,238
A viete čo?,238
Problém?,238
"Áno, prečo?",238
Si v bezpečí.,238
Veru tak.,238
Povedz mi pravdu.,238
Harvey.,238
Aj tak.,238
Ale kdeže.,238
"Ďakujem, ďakujem.",238
Poďme preč.,238
Larry!,238
Chlapi!,238
"Ahoj, ocko.",237
Mali sme dohodu.,237
To nie je dôležité.,237
"Áno, máš pravdu.",237
Nie tu.,237
Začnite.,237
Kruci.,237
Nie je zač.,237
Čo to máš?,237
Je nádherný.,237
To ťažko.,237
Čo sa jej stalo?,236
Spravím to.,236
Klára!,236
Kde je to?,236
Ty to nechápeš.,236
Neodchádzaj.,236
V čom?,236
Dokonalé.,236
Prosim.,236
Odstúpte!,236
Zastav to.,235
Lee.,235
Je mi to naozaj ľúto.,235
Pod.,235
Kde je mama?,235
Všetko bude dobré.,235
Ja sa o to postarám.,235
"No, áno.",235
Sméagol?,235
Urob mi láskavosť.,235
Milujem ho.,235
Stiahnite sa!,235
No áno.,234
Aké milé.,234
Urob niečo!,234
Pipin!,234
Fuck!,234
Otvor ústa.,234
Uf!,234
Mám ich.,234
Počuli ste?,234
Bavte sa.,234
"Hej, no tak.",234
Cítiš sa lepšie?,234
"Áno, určite.",233
Dávajte si pozor.,233
"Prepáč, prepáč.",233
Sledujte.,233
Viny95501,233
Musím končiť.,233
Srať na to.,233
Nemám tušenie.,233
Smola.,233
Nemusíš to robiť.,233
Zradca!,233
Odišla.,233
Ja nechcem.,232
Telefón.,232
Pomôžte nám!,232
Som hladná.,232
Na čo myslíš?,232
Aj mňa.,232
Daj mi ruku.,232
Veríš tomu?,232
Si hore?,232
Budem v pohode.,232
Gratulujeme.,232
Počujete to?,232
Napi sa.,231
Penny.,231
Môžeme sa porozprávať?,231
Nancy!,231
Čo tu robíme?,231
Ako je na tom?,231
"Prosím, posaďte sa.",231
To zvládnem.,231
Čo budem robiť?,231
Jesse!,231
Už je to tu.,230
Čo na to povieš?,230
Poďme odtiaľto.,230
Počkajte chvíľku.,230
Kravina.,230
Momentík.,230
To stačilo.,230
To by bolo skvelé.,230
"Vieš, čo to znamená?",229
"Nie, som v poriadku.",229
Samozrejme že nie.,229
"Rozkaz, pane.",229
Ellen.,229
A ty si?,229
To vieš.,229
"Oh, ďakujem.",229
Každopádne...,229
Fred.,229
"Čo si myslíš, že robíš?",229
Pivo?,229
Klamete.,229
Hermiona!,228
"Hej, kamoš.",228
Si hladná?,228
Carter!,228
"Dúfam, že nie.",228
Terry.,228
Moja žena.,228
Ako chcete.,228
Nie je to tvoja vina.,227
Potrebujeme pomoc.,227
Aké prekvapenie.,227
Nič nehovor.,227
Seriem na teba!,227
Derek!,227
Niečo pre teba mám.,227
Musel som.,226
Jackie!,226
Budem tu.,226
Poďme dnu.,226
Máš?,226
Potrebuješ niečo?,226
Lucifer.,226
Si okej?,226
Julie.,226
Čo to s tebou je?,225
O čom to hovorí?,225
Nestrieľaj!,225
Môžete.,225
Tak nejak.,225
Vstávajte!,225
To bude v poriadku.,225
Veru áno.,225
Vy ste...,225
Vidíš ho?,225
Tak kde je?,224
Oboje.,224
Neveríš mi?,224
Vydrž chvíľu.,224
Nemôžete.,224
"Hej, si v poriadku?",224
To je to.,224
"Áno, myslím.",224
Neurobím to.,224
Otvor oči.,224
"Myslím, že...",224
To som si myslel.,224
Ruky preč!,224
Prečo by to robil?,224
Čo pre vás môžem urobiť?,224
Máme spoločnosť.,223
"Dobrý deň, pane.",223
Je to zvláštne.,223
Doug.,223
Bolo to dobré.,223
Vidím ho.,223
Je to ona?,223
Mne to nevadí.,223
Prestaňte s tým!,223
Nemusíš sa báť.,223
Zavri dvere.,223
Pusti to!,223
Vyzeráš skvele.,223
"Jeden, dva, tri.",222
Potrebuješ pomoc?,222
Tak som to nemyslel.,222
Tu nie.,222
To znamená?,222
Jednoduché.,222
Musíš odísť.,222
"Oh, prepáčte.",222
Jedlo.,222
"Ó, môj Bože.",222
Tešilo ma.,222
Nemáš začo.,221
Christian.,221
Za ním!,221
Si chorý?,221
Si robíš srandu?,221
Nehovor tak.,221
Bella!,221
Nepamätám sa.,221
Mier.,220
Rada ťa spoznávam.,220
Čo hľadáš?,220
Došľaka!,220
Doprava!,220
Scotty!,219
Ty idiot!,219
Idem dnu.,219
Pre boha.,219
Poznáš ju?,219
Uži si to.,219
Sme.,219
Choď tam.,219
Čo chce?,219
Večera.,219
Chápeš to?,218
Zopakuj to.,218
Ďakujem Vám.,218
Nemám potuchy.,218
Chlape.,218
To je dlhý príbeh.,218
Dávaj na seba pozor.,218
Mám otázku.,218
Si opitý.,218
Ľahni si.,218
To je dobrá otázka.,218
"Ó, môj bože.",218
Čauko.,218
To je jasné.,218
Jean.,218
Nechápeš?,218
Poď von.,217
Strieľajte!,217
"Oh, vážne?",217
Amanda.,217
"Dobré ráno, pane.",217
Čo si to povedala?,217
Tak hovor.,217
Čo spravíme?,217
To bolo...,217
Chlapec.,217
Lois.,216
Skvelý nápad.,216
Seriem na to.,216
Čo mám povedať?,216
Ale ja áno.,216
Nie takto.,216
Miluješ ma?,216
Čo urobil?,216
Bude to fungovať.,215
"Nie, nechcem.",215
"Okej, okej.",215
Aký je plán?,215
Zbabelec!,215
Nieee!,215
Všetko v pohode?,215
Počula si to?,215
Priamo tam.,215
Nasleduj ma.,215
O.K.,215
Veríš mi?,215
Musíme odísť.,215
Ale nehovor.,214
To je celé.,214
"Nie, nemyslím.",214
Áno alebo nie?,214
Ani slovo.,214
Jessica.,214
A to je?,214
Hra!,214
Bolo to skvelé.,214
Zabijem ho.,214
To je pre mňa?,214
Ako sa ti darí?,214
Nemám poňatia.,214
A to prečo?,213
Ako vyzerá?,213
"Dobre, takže...",213
Päť minút.,213
Xena!,213
Poslúž si.,213
Tak ideme.,213
To nie je zlé.,213
Videl som ho.,213
Budeš v pohode.,213
Užite si to.,213
Aj ja ťa milujem.,213
Priprav sa.,213
Mal by som?,213
Všetko je v pohode.,213
To sme my.,213
Ozvite sa.,213
Oveľa lepšie.,212
Carol!,212
To teda áno.,212
Auto!,212
"Hej, hej, hej, hej.",212
Erik?,212
To nie je problém.,212
Nemaj strach.,212
Donnie!,212
Kľúče.,212
Povedal som...,212
Ako povieš.,211
Späť do práce.,211
Poviem.,211
Čo to robia?,211
Vlastne nie.,211
Coze?,211
A ako?,211
Nie ďakujem.,211
To je nezmysel.,211
"No tak, kámo.",211
Zlodej!,210
Povedzte mi.,210
ďakujem.,210
Mayday!,210
Sophie.,210
Mitch!,210
Čím?,210
Čo je na tom zlé?,210
Vypi to.,210
Chceš ísť?,210
"Poďme, poďme, poďme.",209
Na mňa?,209
Musíme sa vrátiť.,209
No moment.,209
Bravó!,209
Možno neskôr.,209
Bude to zábava.,209
Nathan.,209
"Nie, ale...",209
Manny!,209
Sladké sny.,209
Ktovie?,209
Randy!,209
Vyzeráš hrozne.,209
Kto volá?,209
Zložte zbrane.,209
Ha-ha!,209
Ak...,209
To je správne.,209
Veril by si tomu?,208
Uvidíme sa večer.,208
Neprestávaj.,208
Ako ty.,208
Máš padáka.,208
Iba...,208
Nebojím sa.,207
Nič také.,207
Hovoril som ti.,207
Odkiaľ ste?,207
Moja.,207
Bomba.,207
To myslíte vážne?,207
Daj pokoj.,207
"Och, môj bože.",207
Nepribližuj sa ku mne.,207
Rozumieme si?,207
Sadnúť.,207
Ste tam?,207
Vincent!,207
S tebou.,206
Krucinál!,206
Áno madam.,206
Tiež si myslím.,206
"Vďaka, že ste prišli.",206
Zomrela.,206
Suka!,206
Dobrý postreh.,206
"Ó, bože.",206
Nemôžem spať.,206
Z čoho?,205
Nechaj ma ísť.,205
Sebastian!,205
Makaj!,205
Zastavte to!,205
Enjoy OUR releases,205
Bodka.,205
Boom!,204
Hádaj čo?,204
Ó nie.,204
Charlotte.,204
Som na teba hrdý.,204
Miles.,204
Bolo to hrozné.,204
Prečo si to urobila?,204
Musíme niečo urobiť.,204
Vonku.,203
"Prepáčte, prepáčte.",203
Musím sa vrátiť.,203
Máte to?,203
Ochranka!,203
Cassie!,203
Ako napríklad?,203
"Hej, ľudia.",203
Prečo by som mal?,203
Zem.,203
Vaše veličenstvo!,203
Prosím nie.,203
Budeme v poriadku.,203
Dnu!,203
Bola to chyba.,203
Povedal som ti.,203
Ani nápad.,202
Geniálne.,202
Dajte mi to.,202
Moja mama.,202
Ktorý?,202
Ako sa máme?,202
Dokáž to.,202
Pohnite!,202
Obed.,202
Okey.,202
A čo je toto?,202
Alebo čo?,202
Vdaka.,202
Bolo.,202
Chýba mi.,201
Čo si povedala?,201
Ako to išlo?,201
Ako si ma našiel?,201
A sakra.,201
Dajte mi pokoj!,201
Vyber si.,201
Štart!,201
Čo hovoril?,201
Oscar!,201
Princezná.,201
Kam to ideme?,201
To bolo rýchle.,201
Hudba.,201
Kam ide?,201
To je ten problém.,201
Čo si videl?,200
Mám lepší nápad.,200
"No tak, poď.",200
Klídek.,200
Babi!,200
Čo budeme teraz robiť?,200
TERAZ,200
Mám strach.,200
Brenda!,200
Vrah!,200
Ako to môžeš povedať?,200
Beriem.,200
Newyorská polícia!,200
"Áno, to je ono.",200
Je to vážne?,200
Udri ma.,200
Toby!,200
Nebuď hlúpy.,199
Všetci sú mŕtvi.,199
Čo sa s tebou deje?,199
Ako ja.,199
Čurák!,199
Rick.,199
Alexander!,199
To bol vtip.,199
Do videnia.,199
Vyššie!,199
Nula.,199
Pochopil si?,199
Práve naopak.,198
Tak a je to.,198
Potrebujem...,198
Ďakujem vám veľmi pekne.,198
Sex.,198
Ešte sme neskončili.,198
Nepozeraj sa.,198
Vezmem to.,198
Buďte opatrní.,198
Vezmi to.,198
Uvidíte.,198
Varujem ťa.,198
Je mi potešením.,198
Sú všade.,198
Nie je to úžasné?,198
Čo tam je?,198
"No, ja...",198
Potrebujem vašu pomoc.,198
Kvôli tebe.,198
Čo máme?,197
prosím.,197
To je perfektné.,197
Sú mŕtvi.,197
Je to blázon.,197
pane.,197
Sid!,197
Všetko najlepšie k narodeninám.,197
Je po ňom.,197
Aw.,197
Čo na to hovoríš?,197
Chceš to?,197
To aj ja.,197
Si šialený.,197
Čo to sakra je?,197
Rodina?,197
No toto!,197
Čo je tam?,197
Dovolíš?,197
Regina.,197
Greg!,197
Čo si to spravil?,197
To netuším.,197
"Prosím, sadnite si.",196
Aký máš problém?,196
Držím ťa.,196
Otvorte bránu!,196
Co sa deje?,196
Vskutku.,196
Si zranený?,196
Pre koho?,196
Ja som len...,196
Je krásna.,196
"Nie, to nie je pravda.",196
Kam išiel?,196
To je môj chlapec.,196
Počkaj sekundu.,196
Videl si ho?,196
Vidíme sa neskôr.,196
Megan.,195
Nemám záujem.,195
Oh áno.,195
Je to ako...,195
Kým?,195
Nemôže.,195
Čoskoro sa uvidíme.,195
Čoho sa bojíš?,195
Čo si hovoril?,195
Ale teraz...,194
To je ok.,194
Čo to stváraš?,194
Trvám na tom.,194
Je to naliehavé.,194
Liam.,194
Kľúč.,194
Musím odísť.,194
Na čo čakáte?,194
Nechcem zomrieť.,194
Zkurvysyn!,194
Je úžasná.,193
Ups.,193
Čo je s ňou?,193
Vráť mi to!,193
"Ach, môj bože.",193
Malcolm!,193
Wayne!,193
Nepoviem.,193
Prečo plačeš?,193
Nie ty.,193
Rozumieš tomu?,193
Doprdele!,193
Počkaj na mňa.,193
Pozor na hlavu.,192
Bojuj!,192
Ak chceš.,192
Pred čím?,192
Teraz choď.,192
Len sa pýtam.,192
Učiteľ.,192
Musím ísť domov.,192
V minulých častiach,192
Ako si to urobil?,192
"Áno, môžeš.",192
Nevedel som.,192
Odveďte ho.,192
Za tebou!,192
Nie tak úplne.,192
Idem s vami.,191
Zabudla som.,191
Vidím ťa.,191
Maya.,191
Mária!,191
Nechajte ma na pokoji!,191
Ani trochu.,191
Už sme tu.,191
Aaron.,191
Pamätáš si ma?,191
Som si istá.,191
Je to fajn.,191
"Ach, bože.",191
DiNozzo.,190
Nerozumieš tomu.,190
A čo potom?,190
Všade.,190
Počuli ste ho.,190
"Hej, človeče.",190
Súhlasíte?,190
Spokojný?,190
Niles.,190
