sentence,count
تم نے مجھ سے کیا مطلب ہے کو ہر وقت جانتے تھے,7
ایک ہیرو کی کہانی,7
تم نے مجھے کیوں نہیں بتایا,7
تم نے پھر پوشیدہ بننا چاہتا ہوں!,7
تم پال رہے ہیں!,7
تم کافی جرات مندانہ ہونا ضروری ہے!,7
تم کر سکتے ہو!,7
تم کس طرح اس کے زخم سے ملا؟,7
تم کسی کو بھی اپنے آپ کو بھی نہیں پر اعتماد نہیں ہے!,7
تم کچھ بھی نہیں ہیں!,7
تم کہیں بھی جا سکتے ہیں اور کوپن ہیگن میں جانا چاہتا ہوں؟,7
تم ہم ایک سودا ہے کہا!,7
تم ہم میں سے ایک ہیں!,7
تم ایک دوسرے کو جانتے ہیں؟,7
تم ان کے لیے زندگی کی غیر منصفانہ سوچتا ہے ان لوگوں کو جو میں سے ایک ہیں,7
تم اسے کیوں لائے؟,7
تم اسے جانتے,7
بادشاہ کلاس.,7
باقی آپ کے لئے ہے.,7
برلن میں !,7
بس اب تک کسی کو بھی مدد نہیں کی ہے آرام.,7
بس اس کے طور پر؟,7
بس بنجمن,7
بعد میں شام، زیادہ ہو جاتا ہے تم نے میری معمولی ہیکل پسند ہے,7
بعد پھر ملیں گے!,7
بغیر,7
بنجمن صحیح ہے.,7
بنجمن واضح حالات میں بڑی ہو گئی ہے؟,7
بنجمن پولیس کے خود کو حوالے کر سکتا ہے!,7
بنجمن کہاں ہے؟,7
بنگو,7
بھولنا نہیں!,7
بھوک لگی ہے؟,7
بھی نہیں ریٹا لن  اب کام کیا؟,7
بہت بہت شکریہ.,7
بہت سے امکانات کے باہر موجود ہیں.,7
بیان سچ ہے.,7
بیٹ مین کے والدین,7
تم آ رہے ہو,7
تم آئے...,7
انٹرنیٹ کے اندر اندر انٹرنیٹ,7
انسان پر بھروسہ کرنے اور اعتماد ڈیفالٹ کی طرف سے ہے,7
تم ہمیں بغیر کچھ بھی نہیں کر رہے ہیں!,7
آپ نے کیا کہا؟,7
آپ حال ہی میں بن یمین کو دیکھا ہے؟,7
آپ زیادہ سے زیادہ ہیں؟,7
آپ سب کو مکمل طور پر پاگل ہو؟,7
آپ سرور کے کمرے میں صرف ایک ہی تھے!,7
آپ سے مل کر خوشی ہوئی.,7
آپ فوری طور پر یہاں آنا ہوگا!,7
آپ مختلف ہیں...,7
آپ مشین کی زبان کو پڑھنے کے لئے کس طرح جانتے ہیں؟,7
آپ مکمل طور پر عجیب ہیں,7
آپ میرے خیال میں کیا جانتے ہیں؟,7
آپ نے پہلے ہی کیا وہ کر سکتے ہیں کو دیکھا.,7
آپ وہاں میں کیسے,7
آپ کو اس شخص کو جانتے ہیں؟,7
آپ وہاں کیا کیا ہے؟,7
آپ پال کے بارے میں مجھے کیا کہا تھا؟,7
آپ پاگل پرندوں کی کس قسم کی ہیں؟,7
آپ پیزا برڈ ہیں!,7
آپ ڈرائیو کر سکتے ہیں.,7
آپ کا,7
آپ کا انشورنس نمبر.,7
آپ کا کام,7
آپ کر سکتے ہیں سب لوگ استعمال کرتے ہوئے اور ان جوڑتوڑ ہے!,7
آپ کس طرح رسائی حاصل کرنے کا انتظام کیا تھا؟,7
آپ کس طرح یہ چال کروں؟,7
آپ جاننا چاہتے ہیں سب کچھ.,7
آپ بات نہیں کر سکتے یا کیا؟,7
آپ ایک سے زیادہ ایرر پاھنڈی زیادہ کچھ بھی نہیں ہے!,7
آپ اکیلے نہیں ہیں تاکہ,7
19 سال کی عمر میں,7
2 منٹ میں ہیک کی گئی ہے 23,7
4 ووٹ کے ساتھ نامزد .,7
. = =  کے میں اصل میں سب کی ضروریات کی تھی,7
= =  کے کوئی بیوکوف یہ کر سکتا,7
= = مجھے اکیلا چھوڑ دو!,7
، فرینکفرٹ کے یورپی مرکزی بینک پر ایک سائبر حملے کل رات تھی,7
، لڑکیوں معاف کریں!,7
، وہاں لوگ ہیں وہ محفوظ ہیں لگتا ہے,7
، چلو میرے نوجوان لڑکے دو!,7
آج کے لئے کوئی منصوبہ؟,7
آخر میں وہ اب برداشت نہیں کر سکتے.,7
آخر میں کوئی اور نہیں,7
آرام سے.,7
آسان، آسان.,7
آسٹریا کی مصنوعات.,7
آپ 5 منٹ ہیں,7
آپ اب تک کیا ہیں؟,7
آپ اس طرح ایک ناکامی ہے!,7
آپ اس کے بارے میں بہت پرجوش تھے جیسے یہ تم کہہ رہے ہو.,7
آپ اسے حاصل تھا؟,7
آپ اپنے تخیل میں ان کو بنا دیا!,7
آپ اپنے حتمی چیلنج مکمل جب تم نے سب کچھ حاصل کر لیا,7
آپ کسی بھی ڈیٹا چھوڑا تھا؟,7
آپ کو ایک بم یا کیا وہاں تعمیر کر رہے ہیں؟,7
انسان مرکزی سیکورٹی دوش ہے.,7
اس کی مسکراہٹ کے پٹھوں پیدائش پر ہٹا دیا گیا تھا.,7
اس طرح دیکھ، تجھ میں کبھی نہیں ملے گا!,7
اس لمحے تک.,7
اس نے اپنے سبق سیکھا جاتا ہے.,7
اس نے تم کو ایک ہی کلاس میں تھے.,7
اس پورش پر فٹ بیٹھتا ہے,7
اس کا اصلی نام کیا ہے؟,7
اس کو چیک کریں!,7
اس کی ضرورت ہے؟,7
اس کی ماں ایک شناخت مسئلہ تھا,7
اس کی ماں نے اسے اپنی جان لے لی,7
اس کی ماں کے بارے میں؟,7
اس کے بعد ایک بار پھر اپنے آپ سے پوچھا کبھی نہیں مجھے ہمیشہ کے انتباہ پر روکا مجھے اب اور نہیں کر سکتے ہیں,7
آپ کو ایک عجیب آدمی ہو!,7
اس کے بہت تفصیلی معلومات دے,7
اس کے دروازے پر پوشیدہ نہیں ہیں!,7
اس کے ذمہ دار ھینی لنڈبرگ ہے,7
اسکول میں آپ کو بھی پیٹا نہیں کیا گیا,7
اسکول کا وقت میں میری کے ساتھ محبت میں شدت کیا گیا تھا کے دوران   کے,7
اسی اور کوئی آخری نام پاگلپن,7
اسے بھول جاؤ!,7
اسے لے لو!,7
امید ہماری زندگی کا آبشار زائد اندردخش ہے.,7
ان کے فخر,7
اندردخش کے اختتام,7
اس سے کیا وجہ ہے؟,7
اس سے باہر ایک بڑا سودا نہ کرو!,7
اس سب کے بارے میں کیا ہے؟,7
ادویات بے میں رکھا,7
آپ کو ایک نئی شناخت چاہتے ہیں!,7
آپ کو دیکھ کر خوشی ہوئی!,7
آپ کو مٹی کے بارے میں کیا جانتے ہیں؟,7
آپ کو میں معطل کر رہا ہوں کہ جانتے ہو؟,7
آپ کو ٹھنڈا کر رہے ہیں!,7
آپ کو کس طرح کام کر رہا ہے معلوم ہے تو، یہ کم دھوکہ دے رہی ہے,7
آپ کو گزشتہ ایک بھی ہونا چاہئے,7
آپ کون ہیں آپ کو باہر تلاش کرنا ہوگا,7
آپ کیا دیکھ رہے ہو؟,7
آپ کیا چوٹ پہنچائی؟,7
آپ کے ساتھ کیا غلط ہے؟,7
آپ کے ساتھیوں تو سرد غور.,7
آپ کے لئے آپ...,7
آپ کے کمپیوٹر کے پیچھے چھپانے کبھی نہیں.,7
آپ ہم میں سے کسی ایک کو قربان کرنا چاہتے ہیں؟,7
آپ ہمارے ساتھ کیوں نہیں آتے؟,7
آپ ہمیں ضرورت ہے!,7
آپ یہاں زیادہ سے زیادہ کے لئے آیا.,7
آپ یہاں ہیں کیوں ایک وجہ نہیں ہے.,7
اب میں آپ کو یاد ہے!,7
اب ہر کسی کو ہم نے یہ کیا سوچتا ہے کہ!,7
اتنے پٹریوں وہاں چھوڑ موجود ہیں نہیں!,7
احمق,7
تم ہمیشہ دور کو چلانے کے لئے چاہتا تھا!,7
تم میرے بارے میں اور کیا جانتے ہیں؟,7
سیکھنے کے ساتھ کی کوشش کرو!,7
لیکن اس نظام سے ہم ابھی تک مرکزی سرور تک رسائی حاصل نہیں کر سکتے تھے,7
میں آخر میں ایک سپر ہیرو بننا چاہتی تھی,7
قسمت اچھا!,7
قوانین بیچلر,7
میں  لیکن سب کچھ ایک جھپٹا گر میں تبدیلی کرنا پڑا  اور.,7
لوگ آپ کی بات سن رہے ہیں!,7
لوگ بات کر رہے ہیں.,7
لیبارٹری کے نتائج یہاں ہیں!,7
میکس؟,7
10 کے لئے پے، 8 ہو جاؤ!,7
میرے لئے وقت ہونے کے لئے شکریہ!,7
لیکن...,7
لیکن آپ کو آپ چاہتے ہیں جو کوئی ہو سکتا ہے باہر کے مواقع کی ایک بہت ہیں کہ ..,7
میری؟,7
میری طرح,7
میری دادی کے گھر تھا کامل جگہ,7
میری اپنے ہاتھ ہٹاو!,7
میرا نام بنیامین اینجل ہے.,7
مہمان مقررین میں سے ایک!,7
لیکن اب میں ایک دروازہ پر فیصلہ کیا ہے.,7
فیڈرل کرمنل پولیس آفس کامیاب ہو جائے گا,7
فیڈرل انٹیلی جنس سروس ہر جگہ لوگوں کی ہے!,7
فیڈرل انٹیلی جنس سروس.,7
صرف اس کو چھوڑ دیا ہے؟,7
شادی,7
شاید تم ٹھیک کہہ رہے ہو!,7
شجوفرینیا,7
شناختی کارڈ؟,7
شٹ!,7
میں اب آپ کے ساتھ اس گندگی کرتے ہیں!,7
میں آپ کو عدالت میں لانے کے لئے ان سے پوچھا.,7
صحیح، کہ آپ دیکھ سکتے ہیں ہے,7
صرف ایک اور چیز,7
فوٹوشاپ کے پانچ منٹ,7
صرف سے گزرتے طرح محسوس کرتی ہے جو,7
صرف قوانین پر عمل کر سکتے ہیں زیادہ تر لوگوں کی!,7
صرف مجازی دنیا میں اپنے اعمال لطف اندوز نہیں کرتے,7
صرف معاشرے کے باقی کے طور پر,7
میں آپ کو اس کے لئے کی ضرورت ہے!,7
فرشتہ,7
میں آپ کو اس کے ساتھ کوئی مسئلہ ہے نہیں ہے امید,7
فشنگ؟,7
لیکن اب میں یہاں بیٹھ اصل وجہ  کیوں سب کچھ دوسرے الفاظ میں، آپ کے مذاق کو محدود نہیں ہے، صرف مجازی دنیا میں چیزوں سے لطف اندوز نہیں  میری ہے  اس طریقے  کے ساتھ ہوا.,7
لیکن ان کے مزاج لمحوں میں تبدیل کر سکتا ہے.,7
سیکورٹی کا کوئی وجود نہیں!,7
لیکن انٹرنیٹ پر میرا تعلق رکھنے والے کے احساس کو محسوس کیا.,7
موجود ہی نہیں ہے!,7
ممکن.,7
مم-ہمم.,7
معلومات سے محروم ضروری ہے!,7
معذرت خواہ ہیں کرنا چاہتے ہیں.,7
مجھے ایک پاھنڈی ہوں!,7
مجھے تحفظ کے پروگرام کا مشاہدہ کرنا چاہتے ہیں!,7
مجھے زیادہ سے زیادہ ہوں.,7
مجھے فیڈریشن ہو سکتا ہے!,7
معاف کیجیے گا.,7
مطالعہ مدت کے دوران، آپ ایک مسئلہ تھا,7
مجھے نہیں پتہ تھا کہ,7
مشین زبان,7
"مسخروں آپ پر ہںس"" میں کے طور پر",7
مجھے کچھ میں اچھا تھا جیسے میں نے محسوس کیا پہلی بار میں نے  کے,7
مزید برآں یہ چوری نہیں کر رہا ہے، اسے جیت لیا جاتا ہے!,7
مزہ اب شروع ہوتا ہے!,7
مجھے یونیورسٹی کے سرور ہیک.,7
محترم ساتھیوں،,7
مجھے اچھا باہر جائیں گے,7
مجھے اپنے خوابوں کی پرواہ نہیں کرتے.,7
مجھے اپنی کرسی مستحکم نہیں ہے کہ پتہ نہیں تھا؟,7
مارننگ!,7
لیکن دس سال بعد کسی نے اب بھی آخری قطار سے بیکار یاد ہے  کے.,7
لیکن سب کچھ ایک نتیجہ ہے,7
لیکن سڑک لمبی تھی,7
لیکن میں اب کوئی کسی کو بھی ہوں,7
لیکن وہ وہ کیا چاہتی ہے,7
لیکن ہر تفصیل سے اہم ہے,7
لیکن ہر روز میں سے ایک کے لئے رو رہی لوگوں سنتے.,7
لیکن یہ سب کے بارے میں کیا؟,7
مبارک ہو!,7
مجھے ان کی ضرورت نہیں!,7
مت پوچھو.,7
مجھ جیسے لوگوں کے لئے ایک پناہ,7
مٹی کے لئے,7
مجھے آپ ملاتے ہوں.,7
مجھے آپ کی ضرورت ہے؟,7
مجھے افسوس,7
مجھے امتحان پاس!,7
مجھے امتحان پاس ہے کہ پتھر میں کھدی ہوئی نہیں ہے کہ احساس تھا.,7
مردار.,7
محترمہ,7
سیکورٹی.,7
میں ضرورت کی تمام تک رسائی تھی  یہ طریقہ بہت آسان تھا  کے بیچلر امتحان کے سوالات یونیورسٹی کے مرکزی سرور  کے پر ذخیرہ کیا گیا .,7
جرمن خفیہ سروس.,7
جرمنی میں جائزوں ہیگ میں یورپی سائبر جرائم سینٹر میں محقق,7
میں معطل کر رہا ہوں.,7
میں مختلف طریقے سے سب کچھ کیا ہوتا,7
جنت پزا,7
جہاں بھی تم چاہتے.,7
جی اے قوم!,7
میں فنسانا تھا,7
جی ہاں، صاحب.,7
دروازہ بند کرو!,7
جی ہاں، میں آیا.,7
میں صرف یہ کہنا چاہتا تھا...,7
میں سپرمین، رکن کی نمائندہ، بیٹ مین تھا,7
ختم ہونا چاہیے گواہ تحفظ کے پروگرام کا وعدہ.,7
میں سپرمین بلایا لیکن وہ وقت نہیں تھا.,7
خوبصورت.,7
سپرمین کے والدین,7
خوشی کے ساتھ جاؤ.,7
جتنی جلدی آپ جاگ کے طور پر مجھے بلاو!,7
"جب میں نے کہا کہ ""ہم"" میں ""آپ"" بھی مطلب نہیں تھا!",7
جادو کی طرح   کے ہیکنگ رہا ہے,7
میں مہینے کے ملازم ہوں.,7
تم یہاں کیوں ہو؟,7
تم یہاں ہو!,7
تمہاری دادی پیشہ ورانہ مدد کی ضرورت ہے.,7
تمہیں اچھا لگے گا.,7
میں نے 14 سال کی تھی چونکہ  کے میں پی سی کے سامنے میری وقت گزارا,7
تمہیں جانے چاہئے!,7
تمہیں واحد ہے کہ!,7
تنہا!,7
تو آپ کو اب بچوں کا بوجھ نہیں سکتا تھا کے بعد سے.,7
تو آپ کو دور جانا نہیں کرے گا!,7
میں نہیں بلکہ نہیں کرے گا!,7
تو بنیامین، مثال کے طور پر، انہوں نے ایک بڑی صلاحیت ہے، لیکن وہ اس کا استعمال نہیں کرتا کر سکتے ہیں!,7
تو وہ سیکورٹی فائر وال نظر انداز.,7
میں میں کچھ ملا ہے!,7
توہین رسالت کا تھوڑا سا کے لئے وقت!,7
تیار؟,7
تیزی سے چلو!,7
دخش.,7
خود اعتماد، کرشمائی,7
دلچسپ تھا,7
سب کیا توجہ کے الٹا جاتا ہے پیدا کرتا ہے,7
ریڈار کچھ بھی نہیں!,7
میں بھوکا ہوں اور کام کرنے مل گیا!,7
میں ایک ہیکر ہوں,7
زندگی تم نیبو دیتا ہے جب، نمک اور شراب کے لئے پوچھنا.,7
سال کے بہترین طور پر گریجویشن فریڈرک میں پیدا ہوا,7
میں ایک مورھ تھا,7
سب اچھا ہے!,7
میں اپنے سب سے بڑے بت سے خیال آیا.,7
سب کچھ بنیامین کے ساتھ ٹھیک ہے؟,7
سب کیا توجہ کے الٹا ہے پیدا کرتا ہے.,7
میں بھی تھا ہمیں باہر نکلنے کی  کے,7
میں اندردخش کے آدمی کے لئے دیکھ رہا ہوں.,7
میں انتہائی مطلوب ایک ہوں ہیکروں میں لفظ,7
سر؟,7
سست کرنا!,7
سماجی انجینئرنگ ان دو اجزاء استعمال کرتا ہے,7
میں انتخابات کو فالو کریں!,7
میں اس طرح کے ایک لڑکے سے ملنا پسند نہیں کریں گے,7
سوشل انجینئرنگ,7
میں اس  میں ہماری گھسیٹ لیا ہے,7
دنیا کو ایک نجات دہندہ کی ضرورت نہیں ہے,7
ریڈار میں جاؤ!,7
ریٹا لن؟,7
میں بھی لوگوں میں سے ایک نصف نہیں جانتے!,7
میں تھا جب  میری ماں اس کی اپنی جان لے لی 8,7
دور چل رہا اس کو حل نہیں کرتا,7
میں بھی پروگرام کے لئے کس طرح نہیں جانتے!,7
دوسروں چھوڑ دیں ایک اشارہ,7
راضی، سیاست اور میڈیا,7
میں بیٹھے وہاں رہنا چاہئے,7
میں تم تنہا غور,7
دوسرے پر ہالینڈ ڈائریکٹ بینک,7
ریٹا لن کو ان میں سے ایک ہے.,7
راستہ بنائیں!,7
میں تم سے ہیکنگ کے لئے معافی چاہتا ہوں!,7
میں تمہیں کچھ دکھانا!,7
نا قابلِ قبول۔,6
میں کروں گا.,6
یہ پاگل ہے.,6
؛ٌ·¹½؛!,6
آرمن!,6
نہیں، نہیں.,6
°ي¸¶؟,6
یہاں آو.,6
یہ ہونے والا نہیں ہے.,6
آپ کا نام کیا ہے؟,6
ى½؛ ؤع¸£؛خ½؛ ہا؟,6
یہیں پر.,6
جلد.,6
ایک اور.,6
ُ·خ؟,6
کالب.,6
اسے واپس لاو!,6
کوبا!,6
راستے سے ہٹ جاؤ!,6
سانس لو,6
اگلے.,6
کیا بات ہے۔,6
قدم.,6
جی ہاں، سارجنٹ.,6
عظیم.,6
صاحب؟,6
سر.,6
والد صاحب!,6
خدا حافظ۔,6
دوائی بکری کیلئے ہے۔,6
کپتان.,6
جاؤ جاؤ!,6
آپ کیا کہ رہے ہو؟,6
کراکوژیہ۔,6
مجھے نہیں معلوم.,6
کیا آپ نے وقت لیا ہے؟,6
مجھے دیکھنے دو.,6
تم ٹھیک ہو.,6
کبھی.,6
تین!,6
آگے۔,6
"ؤ""½أ¾ئ",6
ؤجئ®!,6
اس طرح!,6
مجھ سے ایک حاصل کی مدد کریں.,6
راجرز.,5
کلارک.,5
ہم یہاں جانا.,5
¹غ؟,5
حضرت عیسی علیہ السلام.,5
حضرات، تم تیار ہو؟,5
جی ہاں، میں کرتا ہوں.,5
جی ہاں، بالکل.,5
، واپس جاؤ، دستانے چھو ایسا کرنے دو.,5
میں عیسائی ہوں,5
جی نہیں,5
µ¹¾ئ؟,5
جنگل میں، دادی کے گھر,5
کیسے؟,5
یہاں ہم چلے.,5
ایک، دو.,5
چلو۔,5
کس کے لیے؟,5
یاتنا,5
آپ کیسے ہیں؟,5
مجھے معلوم ہے.,5
ہوشیار رہو.,5
مجھے ایک صاف لڑائی کی توقع ہے.,5
آپ؟,5
ہاں تم کر سکتے ہو.,5
اسے باںد!,5
اسے روکو.,5
آپ ٹھیک ہیں؟,5
گڈ لک.,5
گْھٹنے ٹیکو,5
یه ٹھیک ھے.,5
رکو، رکو، رکو.,5
انتظار کریں.,5
ٹوبیس!,5
لات.,5
پر آو.,5
شکریہ صاحب.,5
اوہو.,5
اچھا کام.,5
اچھی قسمت.,5
یہ اچھا ہے.,5
یہ بہت اچھا ہے.,5
زبردست!,5
تم یہاں کیا کر رہی ہو؟,5
